"Region" "Disease" "Nb_RCTs_low" "Nb_RCTs_med" "Nb_RCTs_up" "Nb_Patients_low" "Nb_Patients_med" "Nb_Patients_up" "Prop_RCTs_low" "Prop_RCTs_med" "Prop_RCTs_up" "Prop_Patients_low" "Prop_Patients_med" "Prop_Patients_up"
"118" "Central Europe, Eastern Europe, and Central Asia" "Congenital anomalies" "2" "21" "43" "129.767261904762" "3312.70787841741" "9907.24236811881" "0.032595719518143" "0.340301409820126" "0.696458681152559" "0.00858813174738138" "0.217924925264478" "0.652915170541873"
"119" "High-income" "Congenital anomalies" "57" "417" "785" "9088.90307971015" "79718.356380689" "167510.453287629" "0.0917246479300964" "0.666253686501274" "1.25138695916053" "0.0461136024489025" "0.401958866725587" "0.845176532300571"
"120" "Latin America and Caribbean" "Congenital anomalies" "2" "17" "35" "71.4358695652174" "1703.70307225455" "5589.45776541145" "0.0459313479266563" "0.390395135483748" "0.80069452446199" "0.0087059228835457" "0.202592909708545" "0.669179269938119"
"121" "North Africa and Middle East" "Congenital anomalies" "5" "44" "85" "409.181677018634" "3650.31037414966" "7548.75126714984" "0.0629745362648953" "0.542054390547519" "1.05440224376042" "0.0487533194264749" "0.436592038157861" "0.905544750267864"
"122" "South Asia" "Congenital anomalies" "2" "17" "35" "80" "1521.94117647059" "8925.75425770306" "0.0437818845368941" "0.373872883219705" "0.770377876852796" "0.00409132191750407" "0.0813394158142928" "0.477686560318374"
"123" "Southeast Asia, East Asia and Oceania" "Congenital anomalies" "5" "43" "84" "534.301923076923" "7000.52914476827" "22671.2882269478" "0.0576340705831309" "0.486088608050695" "0.955465002015249" "0.0167806031156947" "0.216436626530199" "0.697500907345176"
"124" "Sub-Saharian Africa" "Congenital anomalies" "0" "5" "13" "0" "767.537464985995" "193702.367666157" "0" "0.22202486678508" "0.564726324934839" "0" "0.0216660343591253" "5.84380071395075"
"125" "All" "Congenital anomalies" "71" "523" "986" "12581.675" "119546" "380584.875" "0.0839014778825042" "0.615155952640603" "1.1600380458646" "0.0400262459985166" "0.377182809225118" "1.20159589729547"
"126" "Non-HI" "Congenital anomalies" "17" "130" "251" "2162.91098602484" "26033.9685384485" "235254.499914841" "0.0581645544695645" "0.454729565606865" "0.876137461353519" "0.0181170719612576" "0.219415238184059" "2.0008435411187"
"127" "Central Europe, Eastern Europe, and Central Asia" "Skin and subcutaneous diseases" "275" "337" "432.025" "48963.612611896" "64708.8625797367" "92522.0495206873" "4.58728781203595" "5.63850212494055" "7.24313144366482" "3.3303849338467" "4.41018096842529" "6.29689471919164"
"128" "High-income" "Skin and subcutaneous diseases" "2591" "3202" "4236.05" "555773.622338076" "750592.132680186" "1138671.52748518" "4.30401914247511" "5.31403255032363" "7.01214912086082" "2.91691303373426" "3.93867520043927" "5.92154369277112"
"129" "Latin America and Caribbean" "Skin and subcutaneous diseases" "161" "203" "271" "20614.5125883088" "36377.2160774235" "61257.8503040477" "3.8726470380949" "4.87369113720719" "6.51301506831151" "2.51957571575139" "4.46602624292816" "7.57630603712973"
"130" "North Africa and Middle East" "Skin and subcutaneous diseases" "335" "416" "551" "23185.5997093211" "30617.6027532243" "46975.285113504" "4.30968474587869" "5.36573062619025" "7.09712403574668" "2.85524608356102" "3.80100137827105" "5.83420143504087"
"131" "South Asia" "Skin and subcutaneous diseases" "258" "312" "392" "49885.31195565" "90989.2832206138" "228775.593283657" "5.94860875406886" "7.21392657684224" "9.00983306654471" "2.80364621512454" "5.08869375794503" "12.1839933734734"
"132" "Southeast Asia, East Asia and Oceania" "Skin and subcutaneous diseases" "280" "357" "498" "71078.744712531" "102633.787279421" "225545.551971876" "3.30902428638395" "4.22079789101066" "5.85523763520742" "2.26251255186957" "3.29316658822728" "7.19200133605368"
"133" "Sub-Saharian Africa" "Skin and subcutaneous diseases" "75" "98" "135" "42441.4190123621" "255152.502451659" "432099.908106912" "3.37805851200576" "4.39963336388634" "6.00919923059631" "1.26767114561986" "7.339711773167" "12.414927897277"
"134" "All" "Skin and subcutaneous diseases" "3523.975" "4346" "5744.025" "950215.875" "1323525.5" "1920418.75" "4.30560468130325" "5.30983574145748" "7.0094380386127" "3.10141369516118" "4.34275027585884" "6.26559088853925"
"135" "Non-HI" "Skin and subcutaneous diseases" "1218" "1491" "1956" "326149.176282105" "575710.207642312" "870145.262454754" "4.40699601319263" "5.41936396509936" "7.08907498233144" "2.84353915732816" "5.03115097720436" "7.58204053863868"
"136" "Central Europe, Eastern Europe, and Central Asia" "Sense organ diseases" "253" "299" "349" "39054.0080340869" "50985.1349402511" "67383.2655878334" "4.1840952289354" "4.9354469684589" "5.76651142798767" "2.6243248116394" "3.42849474253194" "4.52681979478484"
"137" "High-income" "Sense organ diseases" "3650" "4212" "4801.025" "655318.993937779" "784654.620176483" "1004491.29097729" "5.99916634420748" "6.91199003460527" "7.8844891760005" "3.39046894959192" "4.06754532077668" "5.22750166157828"
"138" "Latin America and Caribbean" "Sense organ diseases" "209" "246" "287" "22319.4692744863" "28568.9998696673" "44446.1346674304" "4.97799685690272" "5.83985533066283" "6.81929094855844" "2.6934682936295" "3.46541522208058" "5.40723092921395"
"139" "North Africa and Middle East" "Sense organ diseases" "262" "313" "380" "21759.2326148945" "26781.4189637105" "35157.6422422727" "3.33416497409686" "3.97930443436416" "4.84204128798043" "2.65974892968458" "3.28053990371627" "4.32354604570626"
"140" "South Asia" "Sense organ diseases" "209" "247" "291" "26956.5191699428" "71224.1472774021" "143530.359931077" "4.77564104534855" "5.63149884835028" "6.63408665781254" "1.45939472128009" "3.91156400439857" "7.95667035637058"
"141" "Southeast Asia, East Asia and Oceania" "Sense organ diseases" "347" "408" "482" "95686.7292057632" "132991.596220889" "190108.75041752" "4.04475681733501" "4.76300046658905" "5.64441818146574" "3.02732619757366" "4.19466758088516" "6.01807409250723"
"142" "Sub-Saharian Africa" "Sense organ diseases" "73" "91" "111" "12096.9879212404" "56383.6767759403" "176349.727360149" "3.25600108255278" "4.02350813743219" "4.92170279631768" "0.348472118430042" "1.62752613999957" "5.13462934175378"
"143" "All" "Sense organ diseases" "4504.975" "5209" "5981" "942392.6" "1154832.5" "1480458.225" "5.45539900968819" "6.29438632998809" "7.2320136570935" "3.04860949794875" "3.73657892332609" "4.78701314712177"
"144" "Non-HI" "Sense organ diseases" "1134" "1323" "1557" "251980.630538147" "368045.192609518" "551283.236178013" "4.06641271698533" "4.74640874868833" "5.59578114574781" "2.17556009419499" "3.16918375856969" "4.71559312457962"
"145" "Central Europe, Eastern Europe, and Central Asia" "Oral disorders" "44" "112" "387" "6764.66477393609" "24318.1498998913" "94548.4707953647" "0.730633007899363" "1.83891472225964" "6.35002757290015" "0.452667821976194" "1.63225189722886" "6.30911504166255"
"146" "High-income" "Oral disorders" "680" "1450" "4586.025" "151439.636925797" "414931.23155681" "1483910.97556061" "1.10163496114332" "2.35538191769537" "7.35203510155828" "0.782384308177852" "2.12920034915412" "7.48141316370073"
"147" "Latin America and Caribbean" "Oral disorders" "84.975" "142" "348" "9535.54310945591" "19456.460896476" "71886.1252131518" "1.99803771041122" "3.36847355293812" "8.1572048506613" "1.14885665547879" "2.35569904797731" "8.60128667091352"
"148" "North Africa and Middle East" "Oral disorders" "191" "309" "721" "11991.4398217299" "22638.1608047243" "75404.7150977495" "2.41748072295229" "3.90156743171457" "8.96191786894096" "1.46008876420355" "2.75408686010119" "8.97500208899116"
"149" "South Asia" "Oral disorders" "109" "176.5" "404.025" "16844.9677546123" "128131.173001121" "307682.102398485" "2.49218212553902" "3.9878701662465" "8.99958108307428" "0.95625717989022" "7.06238867258949" "16.131145428099"
"150" "Southeast Asia, East Asia and Oceania" "Oral disorders" "105" "211" "634" "25740.8236735022" "62332.8767302266" "290514.202802607" "1.22647344020005" "2.44569495132623" "7.27713222948627" "0.80737703915622" "1.95971321588585" "8.87797912453037"
"151" "Sub-Saharian Africa" "Oral disorders" "14" "41" "149.025" "5600.80178924876" "36374.3468864469" "321164.107610421" "0.635489841026879" "1.79942953585067" "6.52970048840444" "0.160823944401912" "1.0461319992134" "9.19534578021103"
"152" "All" "Oral disorders" "1183.975" "2249" "6507.37499999999" "312399.9" "733884" "2392408.6" "1.41679946242207" "2.69483681995732" "7.6855660766728" "1.00155968831088" "2.35708248857787" "7.54989606915059"
"153" "Non-HI" "Oral disorders" "532" "903" "2307.05" "110280.909009045" "315225.23342374" "974644.811928416" "1.89920645876202" "3.21664924873377" "8.08012028794984" "0.959279459761863" "2.70847960196275" "8.28514013608218"
"154" "Central Europe, Eastern Europe, and Central Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "213" "263" "319" "86174.5740636755" "116723.63214776" "141805.711606246" "3.52369712324378" "4.3384666335486" "5.25468640949715" "5.86869668763922" "7.86619192315328" "9.54777381216633"
"155" "High-income" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "1973" "2428" "2991.05" "1143451.07071773" "1462942.19521866" "1765495.26244694" "3.23113758213997" "3.97528781276669" "4.90514024302787" "5.96866688094154" "7.59442600890256" "9.17771748603032"
"156" "Latin America and Caribbean" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "179" "220" "264" "75466.5308879612" "102864.72545848" "126417.269177269" "4.25528164612346" "5.2311719629843" "6.25906411042459" "9.32132571864703" "12.47663396352" "15.4978027128775"
"157" "North Africa and Middle East" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "204" "260" "334" "24642.7463203093" "31739.8205124615" "41927.9864062933" "2.59094288620918" "3.30474244127525" "4.24507721901923" "3.01175008428945" "3.89104244600907" "5.17285380987041"
"158" "South Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "255" "309" "362" "143278.281131185" "290264.084204865" "375767.91040818" "5.8221991576414" "7.04305738409662" "8.25798502745625" "8.40337124855287" "15.636673410451" "21.0576985994785"
"159" "Southeast Asia, East Asia and Oceania" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "324" "399" "481" "158227.705859365" "199802.604837638" "293074.435714435" "3.78761473219473" "4.65626855725661" "5.61876625672211" "4.93726933081342" "6.31426850625782" "9.17027110023411"
"160" "Sub-Saharian Africa" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "105" "131" "156" "79411.2027175487" "195483.586003594" "344711.512564562" "4.68270989963517" "5.79964850615114" "6.91025670404835" "2.27264257136015" "5.57577450297116" "9.87487447800421"
"161" "All" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "2854.975" "3497" "4273" "1909532.575" "2378689" "2836429.775" "3.44712237836333" "4.21843102808603" "5.16570118831679" "6.22947393916142" "7.71586100079539" "9.16704545797042"
"162" "Non-HI" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "1099" "1338" "1608" "695726.995666119" "918507.374665516" "1157609.56304068" "3.94830514733934" "4.80221880788726" "5.770897145426" "6.04937361950563" "7.92085467684515" "10.0186985247861"
"163" "Central Europe, Eastern Europe, and Central Asia" "Malaria" "0" "1" "8" "0" "98.9473684210526" "3120.95961538462" "0" "0.0163345311989546" "0.130720022388211" "0" "0.00652396364858187" "0.204551211095205"
"164" "High-income" "Malaria" "42" "74" "144" "3273.45" "7599.5" "43648.523350469" "0.0677136038382532" "0.118795350927888" "0.232116784766022" "0.0165659426059918" "0.0385798113271695" "0.219711426642412"
"165" "Latin America and Caribbean" "Malaria" "6" "12" "18" "545.9375" "1511.35" "3092.33077731093" "0.140154169586545" "0.281557954012201" "0.421249707465481" "0.0658689355241269" "0.177863960707265" "0.371170730945384"
"166" "North Africa and Middle East" "Malaria" "0" "2" "11.0499999999993" "0" "118" "1303.22837955478" "0" "0.0243872698451408" "0.144235165248038" "0" "0.0140663110484369" "0.156577599504345"
"167" "South Asia" "Malaria" "24" "42" "51" "7937.92142857143" "17425.3142857143" "20519.0160714285" "0.545547569951804" "0.945945945945946" "1.14866106915739" "0.431893880029057" "0.92170974391213" "1.22037004081769"
"168" "Southeast Asia, East Asia and Oceania" "Malaria" "35" "60" "74" "27957.0125" "83871.2972527473" "93608.3210731374" "0.4031636301797" "0.69349704411096" "0.852145096469895" "0.882273248768705" "2.58781009890545" "3.06534649395277"
"169" "Sub-Saharian Africa" "Malaria" "162" "274" "316" "476036.960714286" "938652.142857143" "1080973.4" "7.32341067662863" "11.9150779896014" "13.6736773272195" "14.5905498390794" "26.162030807263" "31.3888432846328"
"170" "All" "Malaria" "259.95" "435" "546" "549820.25" "1046586" "1209912.35" "0.308045495482362" "0.515275098292999" "0.648292683318969" "1.77261766164918" "3.31496170504568" "3.90138362334692"
"171" "Non-HI" "Malaria" "218.95" "368" "429" "542135.2" "1035983.1426025" "1194830.26153846" "0.770679153799046" "1.2961622013034" "1.52486870086569" "4.75541618015654" "8.74561537026204" "10.2824250491132"
"172" "Central Europe, Eastern Europe, and Central Asia" "Neglected tropical diseases excluding malaria" "4" "11" "35" "1288.19" "2977.28138528139" "11214.5621698699" "0.0654986081545767" "0.177076625885383" "0.57117472693285" "0.0863856128292359" "0.198071311574909" "0.740221997050991"
"173" "High-income" "Neglected tropical diseases excluding malaria" "117" "196" "460" "29976.2782004644" "64087.5964970513" "190458.782782217" "0.18844273659553" "0.315560569644054" "0.738792517578041" "0.153818074668205" "0.327354434361157" "0.968329085976938"
"174" "Latin America and Caribbean" "Neglected tropical diseases excluding malaria" "52" "78" "97" "62018.7297619048" "135491.145204071" "140595.067486773" "1.21661497562671" "1.81427548340893" "2.2577726196077" "7.73700636264603" "15.621081440341" "17.1143311213059"
"175" "North Africa and Middle East" "Neglected tropical diseases excluding malaria" "27" "42" "78" "3608.95" "6470.12121212121" "10663.6407404688" "0.33647460967808" "0.529968454258675" "0.977633505094651" "0.43603552533095" "0.782329631087708" "1.28685824486892"
"176" "South Asia" "Neglected tropical diseases excluding malaria" "34" "52" "72" "9621.17367149758" "32386" "52423.0761904762" "0.768500549683013" "1.15698729582577" "1.62181202759432" "0.527394914531297" "1.74778747877259" "2.89513969841824"
"177" "Southeast Asia, East Asia and Oceania" "Neglected tropical diseases excluding malaria" "47" "71" "107" "44997.45" "82345" "102465.887880952" "0.542329808014722" "0.81368912289099" "1.23186984501259" "1.40606748064696" "2.52901109998292" "3.20128165163651"
"178" "Sub-Saharian Africa" "Neglected tropical diseases excluding malaria" "47" "71" "82" "387104.757142858" "703366.357142857" "738824.137369529" "2.08698743100772" "3.09233449477352" "3.58516404304909" "11.3170082402657" "19.0611914402928" "22.3155839686994"
"179" "All" "Neglected tropical diseases excluding malaria" "329" "492" "849" "624289.9" "1016415" "1198425.25" "0.389823991582084" "0.584447981753819" "1.0066562121142" "1.9955772732898" "3.21829762720615" "3.82492708726272"
"180" "Non-HI" "Neglected tropical diseases excluding malaria" "215" "314" "433" "571466.391587579" "949338.3" "1040709.44059371" "0.762283302436954" "1.11139176559737" "1.5322290743451" "4.92819782326429" "7.96056295024145" "8.96131169486309"
"181" "Central Europe, Eastern Europe, and Central Asia" "Maternal disorders" "50" "95" "177" "11550.7678695111" "25336.0112473346" "53458.0132975568" "0.820592429518662" "1.55788783207609" "2.89184730906638" "0.768064021207561" "1.68742684672708" "3.54136309863225"
"182" "High-income" "Maternal disorders" "830" "1376" "2304.05" "268415.081254304" "476023.958883725" "840073.565751886" "1.35403608124812" "2.22937686876889" "3.73366805122979" "1.37565102072056" "2.44404140733119" "4.28445522358873"
"183" "Latin America and Caribbean" "Maternal disorders" "61" "101" "165" "15830.554912149" "27616.6832829124" "59552.9729794228" "1.42856320136901" "2.37704908591869" "3.86273211501989" "1.89913103713619" "3.32403833738913" "7.11658523742095"
"184" "North Africa and Middle East" "Maternal disorders" "298" "433" "572" "44133.2554805285" "64718.2406967429" "84145.1308557964" "3.79827684016798" "5.45454545454545" "7.18744322128114" "5.43846619906505" "7.86933711876087" "10.3284554340956"
"185" "South Asia" "Maternal disorders" "84" "132" "204" "66526.2806158183" "139027.843084521" "288711.230322301" "1.90493856432938" "2.98710993699968" "4.58224291071859" "3.73790367664157" "7.56913813760907" "15.2473029085939"
"186" "Southeast Asia, East Asia and Oceania" "Maternal disorders" "119" "197" "324" "47218.5011269685" "89332.4650190524" "234085.752822622" "1.37866545425976" "2.28433814183607" "3.74473913690979" "1.48979705497209" "2.80298224630555" "7.2958904562929"
"187" "Sub-Saharian Africa" "Maternal disorders" "42" "66" "100" "57200.8628235002" "127613.384296548" "335408.942371963" "1.83083005274999" "2.90893064625987" "4.40730818344064" "1.65609457433027" "3.66977863735233" "9.437304164447"
"188" "All" "Maternal disorders" "1398" "2208" "3488.05" "602020.3" "978360" "1553709.8" "1.66903111957644" "2.64337598117282" "4.16585917778215" "1.93270035146235" "3.14385862362271" "4.9730670541315"
"189" "Non-HI" "Maternal disorders" "615" "927" "1365" "297893.337930114" "492735.628132946" "803373.554501072" "2.19123808743761" "3.29774972344807" "4.83311362364222" "2.57194182925525" "4.219202738659" "6.83707890108577"
"190" "Central Europe, Eastern Europe, and Central Asia" "Neonatal disorders" "31" "78" "217" "4412.76982961483" "15755.9874565368" "53711.1513267595" "0.515278565996731" "1.27209648108376" "3.52171264758137" "0.29351895160232" "1.05069448616257" "3.56349453939089"
"191" "High-income" "Neonatal disorders" "422" "969" "2572.1" "144335.556770656" "378065.025301088" "932847.0207604" "0.687358728836904" "1.5710137361741" "4.12645911579682" "0.74659260077533" "1.93358028571213" "4.73390152902093"
"192" "Latin America and Caribbean" "Neonatal disorders" "28" "66" "171.049999999999" "5144.20149957854" "15124.7810784827" "48461.7527550031" "0.659064034113305" "1.55428571428571" "4.00584861430864" "0.627545034936719" "1.81386025097113" "5.75653015808795"
"193" "North Africa and Middle East" "Neonatal disorders" "96" "198" "410.049999999999" "10267.4197939561" "22023.4470978204" "47478.1316308991" "1.22238501795172" "2.49146326040218" "5.10617079694679" "1.24838994958453" "2.67361809943638" "5.7421795559546"
"194" "South Asia" "Neonatal disorders" "47" "100" "217.049999999999" "42950.7989400585" "143194.845086573" "290862.967694605" "1.05923849813302" "2.25738887595997" "4.88159912654961" "2.47082339797626" "7.83775865572582" "15.4375497050424"
"195" "Southeast Asia, East Asia and Oceania" "Neonatal disorders" "43" "112" "325" "9502.39141830392" "33082.2700891915" "186392.168169546" "0.499584725748866" "1.28956623681125" "3.74647777040255" "0.298587415228582" "1.03339223627625" "5.78088718954769"
"196" "Sub-Saharian Africa" "Neonatal disorders" "21" "46" "102" "24032.7296063976" "169632.414205531" "367055.401546708" "0.926722719894912" "2.04347826086956" "4.45360454486091" "0.699210948974975" "4.81462581508111" "10.3108609532856"
"197" "All" "Neonatal disorders" "638.95" "1424" "3612.79999999999" "317800.45" "779939" "1655367.85" "0.764590766452948" "1.69948090685226" "4.26012587577822" "1.02160321469577" "2.50025046101065" "5.28274605941703"
"198" "Non-HI" "Neonatal disorders" "248" "530" "1247.05" "145158.315350602" "398018.290162006" "789106.153197559" "0.884084533491047" "1.88828543682336" "4.38891752702681" "1.26216981915223" "3.40537025497647" "6.72949685485927"
"199" "Central Europe, Eastern Europe, and Central Asia" "Nutritional deficiencies" "38" "75" "132" "7087.87668553057" "17473.545323274" "35666.8678843683" "0.611569118252429" "1.22521360631952" "2.15469345998663" "0.471012418571894" "1.16523029003696" "2.38146919584535"
"200" "High-income" "Nutritional deficiencies" "433" "830" "1444.025" "88142.1077522116" "192777.842895108" "439904.988281275" "0.700668184504674" "1.34184660536221" "2.33562403251808" "0.450350614834347" "0.983833605827001" "2.23851178684879"
"201" "Latin America and Caribbean" "Nutritional deficiencies" "33" "65" "108" "7918.37962402182" "19801.544527086" "36870.1254202695" "0.766831767015252" "1.52254808748352" "2.54418899932266" "0.962341005254684" "2.38030131212012" "4.40671283138598"
"202" "North Africa and Middle East" "Nutritional deficiencies" "59" "116" "200" "7235.69709544978" "17365.9551795188" "28602.2953293863" "0.746530986954376" "1.46075002084669" "2.51512636678602" "0.881989235183836" "2.10402128763192" "3.47114622901864"
"203" "South Asia" "Nutritional deficiencies" "66" "124" "182" "40387.7036821143" "106015.480811218" "186644.55117233" "1.49979223490372" "2.79881675060028" "4.08342630204339" "2.26280590863048" "5.83839900588143" "10.2753484178475"
"204" "Southeast Asia, East Asia and Oceania" "Nutritional deficiencies" "53" "105" "191" "22325.1917162698" "98468.5717954978" "162530.774697926" "0.610846732182581" "1.21416760154535" "2.19080294048595" "0.710854465914014" "3.04432525008589" "5.07120884543755"
"205" "Sub-Saharian Africa" "Nutritional deficiencies" "50" "93" "131" "56520.7328867478" "115724.299266604" "262523.188908829" "2.21929508549929" "4.13376274830183" "5.76669457481341" "1.62869187733395" "3.3183308875102" "7.52558134571771"
"206" "All" "Nutritional deficiencies" "677.975" "1279" "2138" "281711.425" "568439" "983125.125" "0.806362587337069" "1.52370395983894" "2.54448695551136" "0.909011440071932" "1.81704078040081" "3.14076289365824"
"207" "Non-HI" "Nutritional deficiencies" "280" "526" "824" "176518.269558159" "366835.344079135" "603667.296588944" "1.00319109477991" "1.86585102294944" "2.922051700565" "1.52391053296193" "3.14661291117365" "5.16538198113286"
"208" "Central Europe, Eastern Europe, and Central Asia" "Sexually transmitted diseases excluding HIV" "1" "24" "749.049999999999" "166.875803571429" "5929.17827112827" "182459.186835163" "0.0165261940175178" "0.400407670277349" "11.8303974788526" "0.0110481010551772" "0.394729798573915" "11.8976053344826"
"209" "High-income" "Sexually transmitted diseases excluding HIV" "53" "380" "8690.17499999997" "22857.5318452381" "175032.136396577" "2827324.65798773" "0.0862962836769168" "0.61265064335957" "13.5176398570119" "0.11661247004485" "0.892661430616718" "13.9412886680823"
"210" "Latin America and Caribbean" "Sexually transmitted diseases excluding HIV" "4" "30" "574.025" "566.3" "8363.06279963138" "116884.073604101" "0.0943157111994775" "0.702967822555451" "12.8959200052413" "0.0674929274135377" "1.00490243915955" "13.5860670546079"
"211" "North Africa and Middle East" "Sexually transmitted diseases excluding HIV" "9" "62" "1141.15" "1255.96791871921" "9784.32448064027" "126780.337072547" "0.116935155618113" "0.775686673448627" "13.7622244576364" "0.150206226249769" "1.18411104724781" "14.5437344554034"
"212" "South Asia" "Sexually transmitted diseases excluding HIV" "2" "25" "624.124999999998" "363.3125" "7205.37192982456" "321071.850485355" "0.046866688242362" "0.555161645697876" "13.4156663365741" "0.0197391501879189" "0.392177927889733" "16.3114886343986"
"213" "Southeast Asia, East Asia and Oceania" "Sexually transmitted diseases excluding HIV" "7" "52" "1162.05" "2571.975" "27110.8425371729" "455596.186551868" "0.0800732097918097" "0.591651152057004" "12.9089563486742" "0.0795510923542207" "0.840509549941607" "13.6813361376645"
"214" "Sub-Saharian Africa" "Sexually transmitted diseases excluding HIV" "2" "14" "292.099999999999" "260" "12502.3809036658" "494810.454359185" "0.0856155224764216" "0.635824151538218" "12.462278057799" "0.00741987864823555" "0.358673597075859" "13.6430043866867"
"215" "All" "Sexually transmitted diseases excluding HIV" "78" "535" "11855.275" "35272.1" "259527" "4427139.675" "0.0937486969405685" "0.636242710504873" "13.5760997575811" "0.111549239924856" "0.827887986175145" "13.4567086636888"
"216" "Non-HI" "Sexually transmitted diseases excluding HIV" "28" "185" "3874.325" "9593.4795676794" "76582.2552523824" "1678073.14798159" "0.0992194611234593" "0.654218440356294" "13.2150211944388" "0.082193341661143" "0.654420890871998" "13.5457787568265"
"217" "Central Europe, Eastern Europe, and Central Asia" "All" "5767.975" "6005" "6206" "1410252.68192944" "1484634.7634048" "1545138.42728806" NA NA NA NA NA NA
"218" "High-income" "All" "58034.95" "60631" "62973.075" "17965002.7381328" "18964732.7669937" "19913082.6031464" NA NA NA NA NA NA
"219" "Latin America and Caribbean" "All" "3960" "4135" "4288" "722593.839865011" "797066.090539088" "846449.76662953" NA NA NA NA NA NA
"220" "North Africa and Middle East" "All" "7520.975" "7863" "8176" "728226.625801279" "771648.020121715" "843574.472180716" NA NA NA NA NA NA
"221" "South Asia" "All" "4145" "4343" "4517" "1557591.67986569" "1833915.30197979" "2141590.444162" NA NA NA NA NA NA
"222" "Southeast Asia, East Asia and Oceania" "All" "8087" "8448" "8763" "2649547.45322001" "2951844.43388339" "3256999.37057224" NA NA NA NA NA NA
"223" "Sub-Saharian Africa" "All" "2119" "2213" "2294" "2827975.53465084" "3265227.67385529" "3642624.48396278" NA NA NA NA NA NA
"224" "All" "All" "78661.775" "82179" "85358.2" "28545370.475" "30082791" "31513723.075" NA NA NA NA NA NA
"225" "Non-HI" "All" "26404.975" "27564" "28597.075" "10376596.3427025" "11117752.0874409" "11813323.0799087" NA NA NA NA NA NA
