"metr" "Region" "Disease" "burden" "cats27"
"317" "death" "South Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 2214807.468686 TRUE
"318" "death" "South Asia" "Digestive diseases (except cirrhosis)" 307497.578848 TRUE
"319" "death" "South Asia" "Excluded residual categories" 136716.9685 FALSE
"320" "death" "South Asia" "Gynecological diseases" 771.875779 TRUE
"321" "death" "South Asia" "Hemoglobinopathies and hemolytic anemias" 24319.90279 TRUE
"322" "death" "South Asia" "Hepatitis" 171036.8431 TRUE
"323" "death" "South Asia" "HIV/AIDS" 175491.97628 TRUE
"324" "death" "South Asia" "Injuries" 1398956.17477 FALSE
"325" "death" "South Asia" "Leprosy" 0 TRUE
"326" "death" "South Asia" "Malaria" 108789.754 TRUE
"327" "death" "South Asia" "Maternal disorders" 107733.41706 TRUE
"328" "death" "South Asia" "Mental and behavioral disorders" 14569.847002 TRUE
"329" "death" "South Asia" "Musculoskeletal disorders" 12128.39899 TRUE
"330" "death" "South Asia" "Neglected tropical diseases excluding malaria" 67419.81333458 TRUE
"331" "death" "South Asia" "Neonatal disorders" 1138075.2328 TRUE
"332" "death" "South Asia" "Neoplasms" 764845.4504249 TRUE
"333" "death" "South Asia" "Neurological disorders" 329935.369376 TRUE
"334" "death" "South Asia" "Nutritional deficiencies" 222587.86699748 TRUE
"335" "death" "South Asia" "Sexually transmitted diseases excluding HIV" 39744.1944 TRUE
"336" "death" "South Asia" "Skin and subcutaneous diseases" 30919.18797 TRUE
"337" "death" "South Asia" "Sudden infant death syndrome" 7158.63439 TRUE
"338" "death" "South Asia" "Tuberculosis" 612472.3977 TRUE
"339" "death" "Southeast Asia, East Asia and Oceania" "Cardiovascular and circulatory diseases" 4080195.975294 TRUE
"340" "death" "Southeast Asia, East Asia and Oceania" "Chronic respiratory diseases" 1371632.447892 TRUE
"341" "death" "Southeast Asia, East Asia and Oceania" "Cirrhosis of the liver" 238204.58551 TRUE
"342" "death" "Southeast Asia, East Asia and Oceania" "Congenital anomalies" 115771.0058 TRUE
"343" "death" "Southeast Asia, East Asia and Oceania" "Diabetes, urinary diseases and male infertility" 542929.808197 TRUE
"344" "death" "Southeast Asia, East Asia and Oceania" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 741049.81516729 TRUE
"345" "death" "Southeast Asia, East Asia and Oceania" "Digestive diseases (except cirrhosis)" 209576.706264 TRUE
"346" "death" "Southeast Asia, East Asia and Oceania" "Excluded residual categories" 67917.98302 FALSE
"347" "death" "Southeast Asia, East Asia and Oceania" "Gynecological diseases" 2529.28985 TRUE
"348" "death" "Southeast Asia, East Asia and Oceania" "Hemoglobinopathies and hemolytic anemias" 24233.463311 TRUE
"349" "death" "Southeast Asia, East Asia and Oceania" "Hepatitis" 52210.33396 TRUE
"350" "death" "Southeast Asia, East Asia and Oceania" "HIV/AIDS" 108917.5191 TRUE
"351" "death" "Southeast Asia, East Asia and Oceania" "Injuries" 1203092.5291343 FALSE
"352" "death" "Southeast Asia, East Asia and Oceania" "Leprosy" 0 TRUE
"353" "death" "Southeast Asia, East Asia and Oceania" "Malaria" 68494.14518 TRUE
"354" "death" "Southeast Asia, East Asia and Oceania" "Maternal disorders" 34645.6800474 TRUE
"355" "death" "Southeast Asia, East Asia and Oceania" "Mental and behavioral disorders" 32150.473152 TRUE
"356" "death" "Southeast Asia, East Asia and Oceania" "Musculoskeletal disorders" 32707.3135061 TRUE
"357" "death" "Southeast Asia, East Asia and Oceania" "Neglected tropical diseases excluding malaria" 30034.051843426 TRUE
"358" "death" "Southeast Asia, East Asia and Oceania" "Neonatal disorders" 295701.21046 TRUE
"359" "death" "Southeast Asia, East Asia and Oceania" "Neoplasms" 2512314.0517489 TRUE
"360" "death" "Southeast Asia, East Asia and Oceania" "Neurological disorders" 102868.0740404 TRUE
"361" "death" "Southeast Asia, East Asia and Oceania" "Nutritional deficiencies" 37702.7006128 TRUE
"362" "death" "Southeast Asia, East Asia and Oceania" "Sexually transmitted diseases excluding HIV" 11218.535216 TRUE
"363" "death" "Southeast Asia, East Asia and Oceania" "Skin and subcutaneous diseases" 18186.76168 TRUE
"364" "death" "Southeast Asia, East Asia and Oceania" "Sudden infant death syndrome" 2737.094699 TRUE
"365" "death" "Southeast Asia, East Asia and Oceania" "Tuberculosis" 331502.54853 TRUE
"366" "death" "Sub-Saharian Africa" "Cardiovascular and circulatory diseases" 638813.8690589 TRUE
"367" "death" "Sub-Saharian Africa" "Chronic respiratory diseases" 149425.123725 TRUE
"368" "death" "Sub-Saharian Africa" "Cirrhosis of the liver" 89875.61447 TRUE
"369" "death" "Sub-Saharian Africa" "Congenital anomalies" 83038.35346 TRUE
"370" "death" "Sub-Saharian Africa" "Diabetes, urinary diseases and male infertility" 184429.1566728 TRUE
"371" "death" "Sub-Saharian Africa" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 1826370.01815076 TRUE
"372" "death" "Sub-Saharian Africa" "Digestive diseases (except cirrhosis)" 142396.5572755 TRUE
"373" "death" "Sub-Saharian Africa" "Excluded residual categories" 113440.05603 FALSE
"374" "death" "Sub-Saharian Africa" "Gynecological diseases" 601.3300614 TRUE
"375" "death" "Sub-Saharian Africa" "Hemoglobinopathies and hemolytic anemias" 35522.53661 TRUE
"376" "death" "Sub-Saharian Africa" "Hepatitis" 34623.19683 TRUE
"377" "death" "Sub-Saharian Africa" "HIV/AIDS" 1287001.2786869 TRUE
"378" "death" "Sub-Saharian Africa" "Injuries" 642812.225528 FALSE
"379" "death" "Sub-Saharian Africa" "Leprosy" 0 TRUE
"380" "death" "Sub-Saharian Africa" "Malaria" 1271954.575 TRUE
"381" "death" "Sub-Saharian Africa" "Maternal disorders" 138830.10068288 TRUE
"382" "death" "Sub-Saharian Africa" "Mental and behavioral disorders" 12139.0579534 TRUE
"383" "death" "Sub-Saharian Africa" "Musculoskeletal disorders" 15612.3711315 TRUE
"384" "death" "Sub-Saharian Africa" "Neglected tropical diseases excluding malaria" 40572.706460758 TRUE
"385" "death" "Sub-Saharian Africa" "Neonatal disorders" 717463.975271 TRUE
"386" "death" "Sub-Saharian Africa" "Neoplasms" 302335.2255288 TRUE
"387" "death" "Sub-Saharian Africa" "Neurological disorders" 96209.1323722 TRUE
"388" "death" "Sub-Saharian Africa" "Nutritional deficiencies" 358771.3897872 TRUE
"389" "death" "Sub-Saharian Africa" "Sexually transmitted diseases excluding HIV" 80710.832965 TRUE
"390" "death" "Sub-Saharian Africa" "Skin and subcutaneous diseases" 26098.85578 TRUE
"391" "death" "Sub-Saharian Africa" "Sudden infant death syndrome" 5360.7584437 TRUE
"392" "death" "Sub-Saharian Africa" "Tuberculosis" 309989.64156 TRUE
"393" "yld" "Central Europe, Eastern Europe, and Central Asia" "Cardiovascular and circulatory diseases" 2176519.255 TRUE
"394" "yld" "Central Europe, Eastern Europe, and Central Asia" "Chronic respiratory diseases" 2432869.7179 TRUE
"395" "yld" "Central Europe, Eastern Europe, and Central Asia" "Cirrhosis of the liver" 65879.11761 TRUE
"396" "yld" "Central Europe, Eastern Europe, and Central Asia" "Congenital anomalies" 155330.999 TRUE
"397" "yld" "Central Europe, Eastern Europe, and Central Asia" "Diabetes, urinary diseases and male infertility" 2648969.082646 TRUE
"398" "yld" "Central Europe, Eastern Europe, and Central Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 879947.423638492 TRUE
"399" "yld" "Central Europe, Eastern Europe, and Central Asia" "Digestive diseases (except cirrhosis)" 348918.592829 TRUE
"400" "yld" "Central Europe, Eastern Europe, and Central Asia" "Excluded residual categories" 299283.521 FALSE
"401" "yld" "Central Europe, Eastern Europe, and Central Asia" "Gynecological diseases" 609125.822 TRUE
"402" "yld" "Central Europe, Eastern Europe, and Central Asia" "Hemoglobinopathies and hemolytic anemias" 334805.099 TRUE
"403" "yld" "Central Europe, Eastern Europe, and Central Asia" "Hepatitis" 22350.3905 TRUE
"404" "yld" "Central Europe, Eastern Europe, and Central Asia" "HIV/AIDS" 196104.3311 TRUE
"405" "yld" "Central Europe, Eastern Europe, and Central Asia" "Injuries" 3716546.8446 FALSE
"406" "yld" "Central Europe, Eastern Europe, and Central Asia" "Leprosy" 23.8790711 TRUE
"407" "yld" "Central Europe, Eastern Europe, and Central Asia" "Malaria" 2272.554683 TRUE
"408" "yld" "Central Europe, Eastern Europe, and Central Asia" "Maternal disorders" 13328.300449 TRUE
"409" "yld" "Central Europe, Eastern Europe, and Central Asia" "Mental and behavioral disorders" 12703025.313 TRUE
"410" "yld" "Central Europe, Eastern Europe, and Central Asia" "Musculoskeletal disorders" 12854770.74477 TRUE
"411" "yld" "Central Europe, Eastern Europe, and Central Asia" "Neglected tropical diseases excluding malaria" 135169.468659745 TRUE
"412" "yld" "Central Europe, Eastern Europe, and Central Asia" "Neonatal disorders" 402915.828728 TRUE
"413" "yld" "Central Europe, Eastern Europe, and Central Asia" "Neoplasms" 387147.417818 TRUE
"414" "yld" "Central Europe, Eastern Europe, and Central Asia" "Neurological disorders" 3336976.6165 TRUE
"415" "yld" "Central Europe, Eastern Europe, and Central Asia" "Nutritional deficiencies" 2012891.071956 TRUE
"416" "yld" "Central Europe, Eastern Europe, and Central Asia" "Oral disorders" 1366150.01 TRUE
"417" "yld" "Central Europe, Eastern Europe, and Central Asia" "Sense organ diseases" 2761841.29 TRUE
"418" "yld" "Central Europe, Eastern Europe, and Central Asia" "Sexually transmitted diseases excluding HIV" 97594.952 TRUE
"419" "yld" "Central Europe, Eastern Europe, and Central Asia" "Skin and subcutaneous diseases" 1857619.14 TRUE
"420" "yld" "Central Europe, Eastern Europe, and Central Asia" "Sudden infant death syndrome" 0 TRUE
"421" "yld" "Central Europe, Eastern Europe, and Central Asia" "Tuberculosis" 413514.878 TRUE
"422" "yld" "High-income" "Cardiovascular and circulatory diseases" 5464325.119255 TRUE
"423" "yld" "High-income" "Chronic respiratory diseases" 7391269.12244 TRUE
"424" "yld" "High-income" "Cirrhosis of the liver" 72944.876865 TRUE
"425" "yld" "High-income" "Congenital anomalies" 333042.4907 TRUE
"426" "yld" "High-income" "Diabetes, urinary diseases and male infertility" 6462439.75880043 TRUE
"427" "yld" "High-income" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 1966742.97703972 TRUE
"428" "yld" "High-income" "Digestive diseases (except cirrhosis)" 1278650.9171035 TRUE
"429" "yld" "High-income" "Excluded residual categories" 457538.733242 FALSE
"430" "yld" "High-income" "Gynecological diseases" 1203832.7186 TRUE
"431" "yld" "High-income" "Hemoglobinopathies and hemolytic anemias" 1442334 TRUE
"432" "yld" "High-income" "Hepatitis" 29569.49086 TRUE
"433" "yld" "High-income" "HIV/AIDS" 194668.1692 TRUE
"434" "yld" "High-income" "Injuries" 8655922.724393 FALSE
"435" "yld" "High-income" "Leprosy" 23.88100136 TRUE
"436" "yld" "High-income" "Malaria" 1311.873492 TRUE
"437" "yld" "High-income" "Maternal disorders" 41860.3273428 TRUE
"438" "yld" "High-income" "Mental and behavioral disorders" 29061896.39185 TRUE
"439" "yld" "High-income" "Musculoskeletal disorders" 34901684.83688 TRUE
"440" "yld" "High-income" "Neglected tropical diseases excluding malaria" 155061.948823866 TRUE
"441" "yld" "High-income" "Neonatal disorders" 637624.791063 TRUE
"442" "yld" "High-income" "Neoplasms" 1864189.2884704 TRUE
"443" "yld" "High-income" "Neurological disorders" 7963363.6705 TRUE
"444" "yld" "High-income" "Nutritional deficiencies" 924801.505821 TRUE
"445" "yld" "High-income" "Oral disorders" 2345971.817 TRUE
"446" "yld" "High-income" "Sense organ diseases" 4132123.676 TRUE
"447" "yld" "High-income" "Sexually transmitted diseases excluding HIV" 141774.06307 TRUE
"448" "yld" "High-income" "Skin and subcutaneous diseases" 5128400.68 TRUE
"449" "yld" "High-income" "Sudden infant death syndrome" 0 TRUE
"450" "yld" "High-income" "Tuberculosis" 163029.0168 TRUE
"451" "yld" "Latin America and Caribbean" "Cardiovascular and circulatory diseases" 1134927.694629 TRUE
"452" "yld" "Latin America and Caribbean" "Chronic respiratory diseases" 3071043.682119 TRUE
"453" "yld" "Latin America and Caribbean" "Cirrhosis of the liver" 36167.713894 TRUE
"454" "yld" "Latin America and Caribbean" "Congenital anomalies" 220732.754 TRUE
"455" "yld" "Latin America and Caribbean" "Diabetes, urinary diseases and male infertility" 2063081.98871584 TRUE
"456" "yld" "Latin America and Caribbean" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 1583716.55478322 TRUE
"457" "yld" "Latin America and Caribbean" "Digestive diseases (except cirrhosis)" 369651.022308 TRUE
"458" "yld" "Latin America and Caribbean" "Excluded residual categories" 412076.2254 FALSE
"459" "yld" "Latin America and Caribbean" "Gynecological diseases" 647287.302 TRUE
"460" "yld" "Latin America and Caribbean" "Hemoglobinopathies and hemolytic anemias" 712544.523 TRUE
"461" "yld" "Latin America and Caribbean" "Hepatitis" 23548.37833 TRUE
"462" "yld" "Latin America and Caribbean" "HIV/AIDS" 193661.4212 TRUE
"463" "yld" "Latin America and Caribbean" "Injuries" 1931424.17733 FALSE
"464" "yld" "Latin America and Caribbean" "Leprosy" 1060.8730239 TRUE
"465" "yld" "Latin America and Caribbean" "Malaria" 16937.1011865 TRUE
"466" "yld" "Latin America and Caribbean" "Maternal disorders" 23790.6606143 TRUE
"467" "yld" "Latin America and Caribbean" "Mental and behavioral disorders" 14131616.43771 TRUE
"468" "yld" "Latin America and Caribbean" "Musculoskeletal disorders" 10370753.449474 TRUE
"469" "yld" "Latin America and Caribbean" "Neglected tropical diseases excluding malaria" 1187643.67877077 TRUE
"470" "yld" "Latin America and Caribbean" "Neonatal disorders" 638968.9856982 TRUE
"471" "yld" "Latin America and Caribbean" "Neoplasms" 214480.9065379 TRUE
"472" "yld" "Latin America and Caribbean" "Neurological disorders" 3529400.50589 TRUE
"473" "yld" "Latin America and Caribbean" "Nutritional deficiencies" 2708382.15284243 TRUE
"474" "yld" "Latin America and Caribbean" "Oral disorders" 1248381.99 TRUE
"475" "yld" "Latin America and Caribbean" "Sense organ diseases" 2238808.436 TRUE
"476" "yld" "Latin America and Caribbean" "Sexually transmitted diseases excluding HIV" 109669.134 TRUE
"477" "yld" "Latin America and Caribbean" "Skin and subcutaneous diseases" 2687820.437 TRUE
"478" "yld" "Latin America and Caribbean" "Sudden infant death syndrome" 0 TRUE
"479" "yld" "Latin America and Caribbean" "Tuberculosis" 253607.02892 TRUE
"480" "yld" "North Africa and Middle East" "Cardiovascular and circulatory diseases" 1013068.71069 TRUE
"481" "yld" "North Africa and Middle East" "Chronic respiratory diseases" 2511210.35572 TRUE
"482" "yld" "North Africa and Middle East" "Cirrhosis of the liver" 28952.22945 TRUE
"483" "yld" "North Africa and Middle East" "Congenital anomalies" 249119.872 TRUE
"484" "yld" "North Africa and Middle East" "Diabetes, urinary diseases and male infertility" 2120362.5063137 TRUE
"485" "yld" "North Africa and Middle East" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 1143107.35731154 TRUE
"486" "yld" "North Africa and Middle East" "Digestive diseases (except cirrhosis)" 161111.24633 TRUE
"487" "yld" "North Africa and Middle East" "Excluded residual categories" 403194.119 FALSE
"488" "yld" "North Africa and Middle East" "Gynecological diseases" 646360.054 TRUE
"489" "yld" "North Africa and Middle East" "Hemoglobinopathies and hemolytic anemias" 659208.3 TRUE
"490" "yld" "North Africa and Middle East" "Hepatitis" 34620.5497 TRUE
"491" "yld" "North Africa and Middle East" "HIV/AIDS" 18762.5228 TRUE
"492" "yld" "North Africa and Middle East" "Injuries" 2752510.7854 FALSE
"493" "yld" "North Africa and Middle East" "Leprosy" 34.2475894 TRUE
"494" "yld" "North Africa and Middle East" "Malaria" 23018.820463 TRUE
"495" "yld" "North Africa and Middle East" "Maternal disorders" 79145.948807 TRUE
"496" "yld" "North Africa and Middle East" "Mental and behavioral disorders" 12104279.0889 TRUE
"497" "yld" "North Africa and Middle East" "Musculoskeletal disorders" 8922897.26901 TRUE
"498" "yld" "North Africa and Middle East" "Neglected tropical diseases excluding malaria" 416335.805023192 TRUE
"499" "yld" "North Africa and Middle East" "Neonatal disorders" 511354.945174 TRUE
"500" "yld" "North Africa and Middle East" "Neoplasms" 90985.550432 TRUE
"501" "yld" "North Africa and Middle East" "Neurological disorders" 2069897.8794 TRUE
"502" "yld" "North Africa and Middle East" "Nutritional deficiencies" 3482114.7308315 TRUE
"503" "yld" "North Africa and Middle East" "Oral disorders" 817136.73 TRUE
"504" "yld" "North Africa and Middle East" "Sense organ diseases" 1802577.68 TRUE
"505" "yld" "North Africa and Middle East" "Sexually transmitted diseases excluding HIV" 68985.836 TRUE
"506" "yld" "North Africa and Middle East" "Skin and subcutaneous diseases" 1974860.5 TRUE
"507" "yld" "North Africa and Middle East" "Sudden infant death syndrome" 0 TRUE
"508" "yld" "North Africa and Middle East" "Tuberculosis" 429243.479 TRUE
"509" "yld" "South Asia" "Cardiovascular and circulatory diseases" 3247396.22154 TRUE
"510" "yld" "South Asia" "Chronic respiratory diseases" 13497216.6021 TRUE
"511" "yld" "South Asia" "Cirrhosis of the liver" 130787.24286 TRUE
"512" "yld" "South Asia" "Congenital anomalies" 914433.328 TRUE
"513" "yld" "South Asia" "Diabetes, urinary diseases and male infertility" 4665710.299404 TRUE
"514" "yld" "South Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 5183724.61768754 TRUE
"515" "yld" "South Asia" "Digestive diseases (except cirrhosis)" 876400.705728 TRUE
"516" "yld" "South Asia" "Excluded residual categories" 2314975.275 FALSE
"517" "yld" "South Asia" "Gynecological diseases" 2629728.705 TRUE
"518" "yld" "South Asia" "Hemoglobinopathies and hemolytic anemias" 2614996.764 TRUE
"519" "yld" "South Asia" "Hepatitis" 121467.8899 TRUE
"520" "yld" "South Asia" "HIV/AIDS" 692371.455 TRUE
"521" "yld" "South Asia" "Injuries" 8903250.3421 FALSE
"522" "yld" "South Asia" "Leprosy" 5635.277723 TRUE
"523" "yld" "South Asia" "Malaria" 549074.634 TRUE
"524" "yld" "South Asia" "Maternal disorders" 442152.12892 TRUE
"525" "yld" "South Asia" "Mental and behavioral disorders" 35355189.3674 TRUE
"526" "yld" "South Asia" "Musculoskeletal disorders" 27304925.2693 TRUE
"527" "yld" "South Asia" "Neglected tropical diseases excluding malaria" 4970371.7331932 TRUE
"528" "yld" "South Asia" "Neonatal disorders" 2982144.25631 TRUE
"529" "yld" "South Asia" "Neoplasms" 324817.4459485 TRUE
"530" "yld" "South Asia" "Neurological disorders" 9746837.7615 TRUE
"531" "yld" "South Asia" "Nutritional deficiencies" 22993160.382785 TRUE
"532" "yld" "South Asia" "Oral disorders" 3229059.62 TRUE
"533" "yld" "South Asia" "Sense organ diseases" 8925553.12 TRUE
"534" "yld" "South Asia" "Sexually transmitted diseases excluding HIV" 171593.5161 TRUE
"535" "yld" "South Asia" "Skin and subcutaneous diseases" 7375369.68 TRUE
"536" "yld" "South Asia" "Sudden infant death syndrome" 0 TRUE
"537" "yld" "South Asia" "Tuberculosis" 2656362.74 TRUE
"538" "yld" "Southeast Asia, East Asia and Oceania" "Cardiovascular and circulatory diseases" 5108139.96324 TRUE
"539" "yld" "Southeast Asia, East Asia and Oceania" "Chronic respiratory diseases" 9804920.634649 TRUE
"540" "yld" "Southeast Asia, East Asia and Oceania" "Cirrhosis of the liver" 189816.814394 TRUE
"541" "yld" "Southeast Asia, East Asia and Oceania" "Congenital anomalies" 818558.6708 TRUE
"542" "yld" "Southeast Asia, East Asia and Oceania" "Diabetes, urinary diseases and male infertility" 8337121.09539188 TRUE
"543" "yld" "Southeast Asia, East Asia and Oceania" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 4677506.49788378 TRUE
"544" "yld" "Southeast Asia, East Asia and Oceania" "Digestive diseases (except cirrhosis)" 1649823.495509 TRUE
"545" "yld" "Southeast Asia, East Asia and Oceania" "Excluded residual categories" 1334201.2013 FALSE
"546" "yld" "Southeast Asia, East Asia and Oceania" "Gynecological diseases" 2678894.66 TRUE
"547" "yld" "Southeast Asia, East Asia and Oceania" "Hemoglobinopathies and hemolytic anemias" 1989456.0215 TRUE
"548" "yld" "Southeast Asia, East Asia and Oceania" "Hepatitis" 177211.15787 TRUE
"549" "yld" "Southeast Asia, East Asia and Oceania" "HIV/AIDS" 350698.50664 TRUE
"550" "yld" "Southeast Asia, East Asia and Oceania" "Injuries" 11481886.44038 FALSE
"551" "yld" "Southeast Asia, East Asia and Oceania" "Leprosy" 791.041623 TRUE
"552" "yld" "Southeast Asia, East Asia and Oceania" "Malaria" 301486.73547 TRUE
"553" "yld" "Southeast Asia, East Asia and Oceania" "Maternal disorders" 431159.0070276 TRUE
"554" "yld" "Southeast Asia, East Asia and Oceania" "Mental and behavioral disorders" 43805534.04281 TRUE
"555" "yld" "Southeast Asia, East Asia and Oceania" "Musculoskeletal disorders" 41317340.588131 TRUE
"556" "yld" "Southeast Asia, East Asia and Oceania" "Neglected tropical diseases excluding malaria" 5745078.41110206 TRUE
"557" "yld" "Southeast Asia, East Asia and Oceania" "Neonatal disorders" 2516995.982885 TRUE
"558" "yld" "Southeast Asia, East Asia and Oceania" "Neoplasms" 935601.2977956 TRUE
"559" "yld" "Southeast Asia, East Asia and Oceania" "Neurological disorders" 8769421.78259 TRUE
"560" "yld" "Southeast Asia, East Asia and Oceania" "Nutritional deficiencies" 7891036.81541524 TRUE
"561" "yld" "Southeast Asia, East Asia and Oceania" "Oral disorders" 4105884.8098 TRUE
"562" "yld" "Southeast Asia, East Asia and Oceania" "Sense organ diseases" 9048243.671 TRUE
"563" "yld" "Southeast Asia, East Asia and Oceania" "Sexually transmitted diseases excluding HIV" 480912.5852 TRUE
"564" "yld" "Southeast Asia, East Asia and Oceania" "Skin and subcutaneous diseases" 8706916.567 TRUE
"565" "yld" "Southeast Asia, East Asia and Oceania" "Sudden infant death syndrome" 0 TRUE
"566" "yld" "Southeast Asia, East Asia and Oceania" "Tuberculosis" 1877394.5581 TRUE
"567" "yld" "Sub-Saharian Africa" "Cardiovascular and circulatory diseases" 1452230.347955 TRUE
"568" "yld" "Sub-Saharian Africa" "Chronic respiratory diseases" 6377156.903779 TRUE
"569" "yld" "Sub-Saharian Africa" "Cirrhosis of the liver" 54983.735119 TRUE
"570" "yld" "Sub-Saharian Africa" "Congenital anomalies" 412497.1187 TRUE
"571" "yld" "Sub-Saharian Africa" "Diabetes, urinary diseases and male infertility" 1480901.41087054 TRUE
"572" "yld" "Sub-Saharian Africa" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 3702542.24422546 TRUE
"573" "yld" "Sub-Saharian Africa" "Digestive diseases (except cirrhosis)" 553243.5392288 TRUE
"574" "yld" "Sub-Saharian Africa" "Excluded residual categories" 1255265.4758 FALSE
"575" "yld" "Sub-Saharian Africa" "Gynecological diseases" 1086116.2236 TRUE
"576" "yld" "Sub-Saharian Africa" "Hemoglobinopathies and hemolytic anemias" 1981981.182 TRUE
"577" "yld" "Sub-Saharian Africa" "Hepatitis" 108302.86312 TRUE
"578" "yld" "Sub-Saharian Africa" "HIV/AIDS" 3053653.0394319 TRUE
"579" "yld" "Sub-Saharian Africa" "Injuries" 2774077.80327 FALSE
"580" "yld" "Sub-Saharian Africa" "Leprosy" 970.3528647 TRUE
"581" "yld" "Sub-Saharian Africa" "Malaria" 2990778.685867 TRUE
"582" "yld" "Sub-Saharian Africa" "Maternal disorders" 604819.0743672 TRUE
"583" "yld" "Sub-Saharian Africa" "Mental and behavioral disorders" 16743522.47126 TRUE
"584" "yld" "Sub-Saharian Africa" "Musculoskeletal disorders" 12827277.319812 TRUE
"585" "yld" "Sub-Saharian Africa" "Neglected tropical diseases excluding malaria" 5654915.61962143 TRUE
"586" "yld" "Sub-Saharian Africa" "Neonatal disorders" 1678365.9092282 TRUE
"587" "yld" "Sub-Saharian Africa" "Neoplasms" 110703.2048183 TRUE
"588" "yld" "Sub-Saharian Africa" "Neurological disorders" 3826188.48482 TRUE
"589" "yld" "Sub-Saharian Africa" "Nutritional deficiencies" 11012719.4948906 TRUE
"590" "yld" "Sub-Saharian Africa" "Oral disorders" 1223932.799 TRUE
"591" "yld" "Sub-Saharian Africa" "Sense organ diseases" 3381445.424 TRUE
"592" "yld" "Sub-Saharian Africa" "Sexually transmitted diseases excluding HIV" 173954.9511 TRUE
"593" "yld" "Sub-Saharian Africa" "Skin and subcutaneous diseases" 4147509.288 TRUE
"594" "yld" "Sub-Saharian Africa" "Sudden infant death syndrome" 0 TRUE
"595" "yld" "Sub-Saharian Africa" "Tuberculosis" 987791.4456 TRUE
"596" "yll" "Central Europe, Eastern Europe, and Central Asia" "Cardiovascular and circulatory diseases" 50984885.2644 TRUE
"597" "yll" "Central Europe, Eastern Europe, and Central Asia" "Chronic respiratory diseases" 3211734.8773 TRUE
"598" "yll" "Central Europe, Eastern Europe, and Central Asia" "Cirrhosis of the liver" 4024456.989 TRUE
"599" "yll" "Central Europe, Eastern Europe, and Central Asia" "Congenital anomalies" 1924091.363 TRUE
"600" "yll" "Central Europe, Eastern Europe, and Central Asia" "Diabetes, urinary diseases and male infertility" 2400854.124 TRUE
"601" "yll" "Central Europe, Eastern Europe, and Central Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 6401673.87622 TRUE
"602" "yll" "Central Europe, Eastern Europe, and Central Asia" "Digestive diseases (except cirrhosis)" 2192991.2369 TRUE
"603" "yll" "Central Europe, Eastern Europe, and Central Asia" "Excluded residual categories" 270130.73 FALSE
"604" "yll" "Central Europe, Eastern Europe, and Central Asia" "Gynecological diseases" 17522.1958 TRUE
"605" "yll" "Central Europe, Eastern Europe, and Central Asia" "Hemoglobinopathies and hemolytic anemias" 89994.7198 TRUE
"606" "yll" "Central Europe, Eastern Europe, and Central Asia" "Hepatitis" 105909.915 TRUE
"607" "yll" "Central Europe, Eastern Europe, and Central Asia" "HIV/AIDS" 2455879.0231 TRUE
"608" "yll" "Central Europe, Eastern Europe, and Central Asia" "Injuries" 21328232.4776 FALSE
"609" "yll" "Central Europe, Eastern Europe, and Central Asia" "Leprosy" 0 TRUE
"610" "yll" "Central Europe, Eastern Europe, and Central Asia" "Malaria" 1164.23962 TRUE
"611" "yll" "Central Europe, Eastern Europe, and Central Asia" "Maternal disorders" 101259.635615 TRUE
"612" "yll" "Central Europe, Eastern Europe, and Central Asia" "Mental and behavioral disorders" 2413166.5969 TRUE
"613" "yll" "Central Europe, Eastern Europe, and Central Asia" "Musculoskeletal disorders" 213656.2258 TRUE
"614" "yll" "Central Europe, Eastern Europe, and Central Asia" "Neglected tropical diseases excluding malaria" 74418.224188 TRUE
"615" "yll" "Central Europe, Eastern Europe, and Central Asia" "Neonatal disorders" 3480992.401 TRUE
"616" "yll" "Central Europe, Eastern Europe, and Central Asia" "Neoplasms" 19120835.9407 TRUE
"617" "yll" "Central Europe, Eastern Europe, and Central Asia" "Neurological disorders" 1387363.8783 TRUE
"618" "yll" "Central Europe, Eastern Europe, and Central Asia" "Nutritional deficiencies" 146567.05116 TRUE
"619" "yll" "Central Europe, Eastern Europe, and Central Asia" "Sexually transmitted diseases excluding HIV" 46010.3347 TRUE
"620" "yll" "Central Europe, Eastern Europe, and Central Asia" "Skin and subcutaneous diseases" 38608.6769 TRUE
"621" "yll" "Central Europe, Eastern Europe, and Central Asia" "Sudden infant death syndrome" 112081.129 TRUE
"622" "yll" "Central Europe, Eastern Europe, and Central Asia" "Tuberculosis" 2355700.011 TRUE
"623" "yll" "High-income" "Cardiovascular and circulatory diseases" 38081445.23631 TRUE
"624" "yll" "High-income" "Chronic respiratory diseases" 6250708.5057 TRUE
"625" "yll" "High-income" "Cirrhosis of the liver" 3922691.4204 TRUE
