"Region" "Disease" "burden_daly" "burden_yll" "burden_yld" "burden_death" "Prop_loc_burden_daly" "Prop_loc_burden_yll" "Prop_loc_burden_yld" "Prop_loc_burden_death" "Prop_glob_burden_daly" "Prop_glob_burden_yll" "Prop_glob_burden_yld" "Prop_glob_burden_death" "Prop_NHI_burden_daly" "Prop_NHI_burden_yll" "Prop_NHI_burden_yld" "Prop_NHI_burden_death" "Nb_RCTs_low" "Nb_RCTs_med" "Nb_RCTs_up" "Nb_Patients_low" "Nb_Patients_med" "Nb_Patients_up" "Prop_loc_RCTs_low" "Prop_loc_RCTs_med" "Prop_loc_RCTs_up" "Prop_loc_Patients_low" "Prop_loc_Patients_med" "Prop_loc_Patients_up" "Prop_glob_RCTs_low" "Prop_glob_RCTs_med" "Prop_glob_RCTs_up" "Prop_glob_Patients_low" "Prop_glob_Patients_med" "Prop_glob_Patients_up" "Prop_NHI_RCTs_low" "Prop_NHI_RCTs_med" "Prop_NHI_RCTs_up" "Prop_NHI_Patients_low" "Prop_NHI_Patients_med" "Prop_NHI_Patients_up"
"54" "Central Europe, Eastern Europe, and Central Asia" "Skin and subcutaneous diseases" 1896227.58 38608.6769 1857619.14 1250.77517 1.25148772294602 0.0373746345164858 3.85269781486909 0.0262185367830663 5.40821524591424 1.21278066763835 5.82718558298553 1.22782283201544 6.37397437687112 1.28719940664764 6.94434579578354 1.46957407300395 275 337 432.025 48963.612611896 64708.8625797367 92522.164396403 4.58728781203595 5.63850212494055 7.24313144366482 3.33032661479433 4.4100476491379 6.29698677564321 7.17291003569452 7.7370947361964 8.27946404873022 2.04019058049989 3.40092750909399 5.68815380802497 21.1189541746857 22.5605751385481 23.9373738869149 3.42596332909448 5.67947238423405 15.9253707250513
"55" "Central Europe, Eastern Europe, and Central Asia" "Sudden infant death syndrome" 112081.129 112081.129 0 1304.41846 0.0739722164137227 0.108498699487164 0 0.0273429983216094 5.96824964103629 5.96824964103629 NA 5.96601000892356 7.17943163210656 7.17943163210656 NA 7.17581331679806 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"56" "Central Europe, Eastern Europe, and Central Asia" "Tuberculosis" 2769215.04 2355700.011 413514.878 59146.83513 1.82764909724469 2.28040518377895 0.857628903891708 1.23982591728125 4.90953113275605 4.74710425148529 6.09819119657883 4.3343364325485 4.94776529276171 4.77334919955998 6.24841709790731 4.38723175695523 4 17 28 817.791035280509 3727.45887445887 8286.92821455813 0.0670184629223417 0.279881461969048 0.465039030061452 0.0541329855391643 0.246988463741382 0.548127405521537 3.69003740785565 5.80474934036939 8.13568226393947 0.0586688565808127 0.146246923590507 0.953885801111556 5.08474576271187 8.01526717557252 11.486262637802 0.0590392693376528 0.147773696961608 1.04143096553855
"57" "High-income" "All" 231551261.451313 118248297.933341 113302937.408978 7919554.40715555 100 100 100 100 10.4299386177377 7.6348488699103 16.8789832634313 17.1231645594254 NA NA NA NA 58034.95 60631 62973.075 20134893.1416924 23700587.174215 25287852.9473283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"58" "High-income" "Cardiovascular and circulatory diseases" 43545778.64408 38081445.23631 5464325.119255 3138411.639961 18.8061072831755 32.2046455651965 4.8227568006741 39.6286391709785 15.1514112938774 14.2197142321434 27.8840364159502 21.311257411408 NA NA NA NA 7101 7959 8901.05 2742028.62083811 3162310.94612902 5913923.05002075 11.5998265883491 12.947106559978 14.4304363419511 11.3805345487676 13.2588699387142 24.0455823518874 73.9997918918103 74.5453722822287 75.0873119259328 15.2823047907657 64.5419497759724 74.1047897524832 NA NA NA NA NA NA
"59" "High-income" "Chronic respiratory diseases" 13641979.5885 6250708.5057 7391269.12244 512602.713218 5.8915591748432 5.28608750818862 6.52345763619569 6.47262064081343 12.1277828224601 9.2740916193243 16.3938260924652 14.3475168085359 NA NA NA NA 3406 3776 4160 1029156.29999678 1313893.96345725 1532883.21434971 5.56034500631904 6.1847096761245 6.83802132966145 4.27867720684019 5.49099192566573 6.87754745439627 78.3996437170432 79.0942534618549 79.6838282418287 58.9872163779666 74.7180708851267 77.9690555830743 NA NA NA NA NA NA
"60" "High-income" "Cirrhosis of the liver" 3995635.7883 3922691.4204 72944.876865 170017.638495 1.72559448100443 3.31733436248808 0.0643803934241337 2.14680813785917 13.1164769326825 13.1267553796605 12.5868650610094 17.1707333763634 NA NA NA NA 353 705 1059.025 70392.0259913697 156813.912458826 335093.482068583 0.571811937895541 1.14336695075334 1.72900828865415 0.292844965066196 0.656800336201211 1.42229535707862 63.896320551875 66.5580433466778 69.1956491279574 24.440966245699 45.3876278386095 73.5305061067999 NA NA NA NA NA NA
"61" "High-income" "Congenital anomalies" 2296894.018 1963851.683 333042.4907 37844.6296 0.991959190204177 1.66078642764656 0.293939855678984 0.477863117725491 5.31018456410525 4.89119119634968 10.7304461162381 6.8325617225399 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"62" "High-income" "Diabetes, urinary diseases and male infertility" 12338425.328766 5875988.606455 6462439.75880043 445679.3387659 5.32859344036022 4.96919508284797 5.70368245218006 5.62758099575925 16.2729945570116 12.2307194278223 23.2641061202045 21.4029482928292 NA NA NA NA 7939.975 8756 9619.025 2533448.7799897 3643551.83600511 4780393.4392713 12.8944784210429 14.1869527954417 15.5658903023193 10.7438853832128 15.0122230699877 19.6800817506445 74.3438960475075 74.8402774578743 75.3101201671669 43.6834176237923 61.4062592630801 73.4929660110167 NA NA NA NA NA NA
"63" "High-income" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 6847691.3255826 4880946.9812506 1966742.97703972 425457.304731309 2.957311172767 4.1277101375295 1.73582699797144 5.37223791715978 2.079560309037 1.57374634402828 10.2770204988805 7.42355908122755 NA NA NA NA 1973 2428 2991.05 1223518.19820493 1633342.32321279 2124131.37741621 3.23113758213997 3.97528781276669 4.90514024302787 5.15117225328411 6.89203647360398 9.29588261133207 68.383136353189 69.4729178770236 70.5973336823488 38.3640960965062 47.6746539630342 63.0501490606587 NA NA NA NA NA NA
"64" "High-income" "Digestive diseases (except cirrhosis)" 3918442.2197 2639791.05093 1278650.9171035 208847.603389 1.69225690896264 2.23241357132946 1.12852406684576 2.63711305777886 12.0285768372348 9.65601335822165 24.4119866072835 19.6659779907803 NA NA NA NA 3692 4524.5 6004.025 717986.422432065 1028554.18971765 2235067.68866773 6.1686398192943 7.58012711077102 10.0382045423222 3.069574604591 4.47080353656562 9.60470325084906 65.860827435707 67.2340680930543 68.8866392804859 31.7939542055559 56.0680382161714 73.1492757672539 NA NA NA NA NA NA
"65" "High-income" "Gynecological diseases" 1217526.0856 13693.993005 1203832.7186 858.3302148 0.525812763000647 0.0115807104578533 1.06249029913024 0.0108381124830012 12.5385203836318 6.55410565206713 12.6701288830638 13.4746199279721 NA NA NA NA 1152 1540 2647.025 467072.458490295 733825.591626709 1355645.69305718 1.88424575101066 2.53347715909286 4.34091666124909 1.95616022868783 3.11561099365562 5.75543964656381 52.7476738630956 56.5062822355342 62.6754386963152 42.4991760198558 67.2030979528805 76.8709569917725 NA NA NA NA NA NA
"66" "High-income" "Hemoglobinopathies and hemolytic anemias" 1612603.743 170269.4343 1442334 10312.853271 0.696434877051652 0.143993137555337 1.27298906187556 0.130220120234063 10.7381109980565 3.22341681540326 14.8154670564816 9.47721898870282 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"67" "High-income" "Hepatitis" 203741.72301 174172.26877 29569.49086 7206.182097 0.0879898998316792 0.147293679329054 0.0260977266222729 0.0909922670710994 1.62330471070879 1.44733830511733 5.71865505050987 2.57265787187344 NA NA NA NA 412.975 628.5 910 98716.8648130057 170408.114126019 338408.5396758 0.669287887829622 1.01787605124043 1.47072393601537 0.412226702183911 0.712487663520313 1.41433509276374 66.9153314310799 68.9869553793604 71.1968356997972 27.6271049928472 42.6128493877155 65.0507616470951 NA NA NA NA NA NA
"68" "High-income" "HIV/AIDS" 1213423.792 1018755.667 194668.1692 24211.12494 0.52404110623044 0.861539391944816 0.171812111540698 0.30571322192224 1.26188179516651 1.11388239431798 4.14194693042438 1.40280461682983 NA NA NA NA 758 991 1170 229916.826639518 319208.272274192 453511.277019073 1.20713949393736 1.57177001471488 1.86345690439635 0.93173856397324 1.30363045211481 1.88701166403123 64.9122807017544 66.3431401987279 67.8368377436935 20.6285392562304 26.4400269005573 41.9167695745296 NA NA NA NA NA NA
"69" "High-income" "Leprosy" 23.88100136 0 23.88100136 0 1.03134835933603e-05 0 2.10771246590008e-05 0 0.279651659162386 NA 0.279651659162386 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"70" "High-income" "Malaria" 1411.248952 99.3754 1311.873492 3.86409 0.000609475821100951 8.40396028837725e-05 0.00115784596763336 4.8791760260005e-05 0.00139252583530621 0.000101965698265665 0.0337686969786001 0.000264890373788231 NA NA NA NA 42 74 144 3273.45 7616 45430.5059989648 0.0677136038382532 0.118795350927888 0.232116784766022 0.0134848809735149 0.0316776632073501 0.188035729432502 14.062322845805 17.4074074074074 27.7317633640282 0.203421535581834 0.431836626335397 2.56587543503525 NA NA NA NA NA NA
"71" "High-income" "Maternal disorders" 129526.789675 87666.46046252 41860.3273428 1644.2712186817 0.0559387104450022 0.074137608739146 0.0369454917057455 0.0207621683512402 0.699125321976361 0.519021394616561 2.55830025843726 0.550122280371261 NA NA NA NA 830 1376 2304.05 271157.431779721 489677.126937382 1453363.48171604 1.35403608124812 2.22937686876889 3.73366805122979 1.12778110425029 2.05105210931923 6.05490407154762 58.0282933529885 62.4383208667541 66.6096086410884 23.1019126008577 47.8733693658662 73.252529297627 NA NA NA NA NA NA
"72" "High-income" "Mental and behavioral disorders" 31267536.20355 2205638.07095 29061896.39185 64708.7108296 13.503505015508 1.8652598891473 25.6497289977119 0.817075147196839 18.1878537151968 27.538451327232 17.7309326752319 30.1576587979056 NA NA NA NA 6835 7348 7875 1789809.37040883 2341358.58766152 2692987.58966416 11.2128627585067 12.0944392802822 13.0231967010833 7.60834553195238 9.84737340358446 12.3241868063325 78.1328751925686 78.610592012613 79.0360736077767 66.2646270420171 81.6799419560774 84.5077736181607 NA NA NA NA NA NA
"73" "High-income" "Musculoskeletal disorders" 35571692.16788 670006.28457 34901684.83688 43001.672021 15.362340047264 0.566609664815384 30.8038658440945 0.54298095334943 23.4711780860315 21.9306006004209 23.5028735486659 34.4951551857593 NA NA NA NA 4668 5232 5853 1176853.07066125 1583246.63649029 2167395.07378903 7.57983119978734 8.47923196571713 9.48825968734355 4.91021021693606 6.58424686182101 9.19012443873485 74.7147629646732 75.2975304415301 75.8716956281035 56.1714737537476 77.7263427959141 82.7401028389067 NA NA NA NA NA NA
"74" "High-income" "Neglected tropical diseases excluding malaria" 255449.1186996 100387.0913177 155061.948823866 3498.99398526 0.110320763142684 0.0848951681099801 0.136856071316276 0.0441817027243169 0.944602614399488 1.14356320462093 0.848976418486382 2.15013411811149 NA NA NA NA 117 196 460 29976.8782004644 64192.8847619048 207525.126861472 0.18844273659553 0.315560569644054 0.738792517578041 0.125475474381702 0.267756347931391 0.864302453080227 32.7392785331427 40.1606425702811 54.3750364644107 3.53955349878723 6.6804763778915 18.3215137448426 NA NA NA NA NA NA
"75" "High-income" "Neonatal disorders" 3811551.90397 3173923.26741 637624.791063 36904.4768392 1.64609420828892 2.68411750772024 0.562761041897291 0.465991834159959 1.73025792990626 1.50480223823773 6.80614390211076 1.50514463311065 NA NA NA NA 422 969 2572.1 146181.791094585 385525.700472601 1351428.13625302 0.687358728836904 1.5710137361741 4.12645911579682 0.61492178201846 1.60859594122803 5.51011387213308 63.9997863247863 68.3475091130012 71.8671487618918 12.1587623061427 27.584023869943 62.3088672697984 NA NA NA NA NA NA
"76" "High-income" "Neoplasms" 43298283.69423 41434085.43655 1864189.2884704 2308101.570625 18.699221685447 35.0399000752698 1.64531417375476 29.1443363093707 24.4804885313532 23.9585622372282 47.4598989390176 31.5541503504561 NA NA NA NA 8802.975 9501 10059.025 4289171.98746577 7505568.37551077 7958356.18634026 13.121248118677 14.089178916948 14.875012663949 17.5091295285293 28.5834425566712 30.5447530922443 78.6862087079175 79.0240412040108 79.357615798483 78.3349710106316 86.6021423267604 89.1457954590921 NA NA NA NA NA NA
"77" "High-income" "Neurological disorders" 12468641.0149 4505273.16805 7963363.6705 417898.62637 5.3848296643902 3.81001100801444 7.02838236378238 5.27679468926202 18.9416248152372 16.9469443831377 20.2929159479597 39.8790808942864 NA NA NA NA 4383.975 5027 5712.05 892972.160618591 1120813.88678467 1931982.36189294 7.24321495327307 8.29789161648726 9.43256144517266 3.73883067687889 4.77315321507108 8.07970078126508 77.8602786666699 78.6522004889976 79.3984999670827 48.4138451151423 74.1426038662071 81.2729412890124 NA NA NA NA NA NA
"78" "High-income" "Nutritional deficiencies" 1196024.917116 271224.131401 924801.505821 24377.8552052 0.516527057386592 0.22936831746525 0.816220238388735 0.307818520486126 1.3428634031447 0.712994288263296 1.81244406042001 3.45266300575423 NA NA NA NA 433 830 1444.025 88230.9168493449 194628.739864978 543845.597962009 0.700668184504674 1.34184660536221 2.33562403251808 0.367440120549636 0.811137084914397 2.24628965527537 61.8033897185146 65.118840330391 68.6942894356936 18.4845947509591 34.5592545674312 56.5699488456852 NA NA NA NA NA NA
"79" "High-income" "Oral disorders" 2345971.817 NA 2345971.817 NA 1.01315441008438 NA 2.0705304475311 NA 16.3636097250895 NA 16.3636097250895 NA NA NA NA NA 680 1450 4586.025 152240.625243178 432937.927360049 2201972.4628249 1.10163496114332 2.35538191769537 7.35203510155828 0.642445152313649 1.80940852011138 8.95774933314194 57.1054292514234 64.5275317315376 70.7490391366995 21.3599726625843 54.3765058154427 79.2480403132431 NA NA NA NA NA NA
"80" "High-income" "Sense organ diseases" 4132123.676 NA 4132123.676 NA 1.78453947955228 NA 3.64696959363436 NA 12.7966793238943 NA 12.7966793238943 NA NA NA NA NA 3650 4212 4801.025 656041.634618707 787763.413929473 1110743.04280846 5.99916634420748 6.91199003460527 7.8844891760005 2.72527334353102 3.32804081813604 4.87343987909591 79.8881223434973 80.8655808245274 81.653650334612 42.2077948516655 58.4114646106283 74.4056489022625 NA NA NA NA NA NA
"81" "High-income" "Sexually transmitted diseases excluding HIV" 175744.4737 33970.468009 141774.06307 1068.2409626 0.0758987330055867 0.0287280820127744 0.125128320864492 0.013488649836597 1.36002061495094 0.290900145957477 11.3921870332987 0.752527634295822 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"82" "High-income" "Skin and subcutaneous diseases" 5312451.773 184051.4017 5128400.68 16757.945626 2.29428755416952 0.155648246035434 4.52627336702537 0.211602127650751 15.1516004592248 5.78144603120289 16.0873355914438 16.4504291025189 NA NA NA NA 2591 3202 4236.05 556424.11962538 759995.439139423 1589483.79931907 4.30401914247511 5.31403255032363 7.01214912086082 2.34748443968497 3.27104359988119 6.56786065991685 72.875951412624 73.6898399441279 74.4905033099079 28.6531550604866 40.3594331409556 67.2847835805187 NA NA NA NA NA NA
"83" "High-income" "Sudden infant death syndrome" 316814.359 316814.359 0 3686.180476 0.136822558000452 0.267922976091034 0 0.0465453014966275 16.870165399359 16.870165399359 NA 16.8594590531283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"84" "High-income" "Tuberculosis" 435872.1561 272843.5714 163029.0168 16452.640224 0.188240026579017 0.230737842462483 0.143887723061875 0.207747044570267 0.772756138242862 0.549822503602038 2.40422332527697 1.20566515144487 NA NA NA NA 28 95 186 4762.37571428572 20953.167032967 84573.023212168 0.0445697341004633 0.152 0.298837432345686 0.0200180273717397 0.0865961829891856 0.349878549632735 25.2298560242485 32.6086956521739 43.75 0.336494708967389 0.872099767046211 7.25688271653597 NA NA NA NA NA NA
"85" "Latin America and Caribbean" "All" 115507386.951616 66089702.4080675 49417684.8126471 2281713.74998083 100 100 100 100 5.20288660165192 4.26716408237341 7.36185922399658 4.93337857280509 5.80873399142524 4.61988534654527 8.856796407253 5.95266282379047 3960 4135 4288 727725.469687413 806536.815743904 878260.243349193 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"86" "Latin America and Caribbean" "Cardiovascular and circulatory diseases" 15012901.6301 13877968.5931 1134927.694629 753643.933145 12.9973519670986 20.9986852526755 2.29660231743302 33.0297318474472 5.22362108096307 5.18207085608142 5.79144990018824 5.11758867170103 6.1564030240448 6.04109768310335 8.03074605449653 6.50358425277844 446 509 575 94080.9027607225 112969.907711317 162002.401444097 10.5471587303295 11.9455120182578 13.4783970330764 11.2040968369355 13.5163542188573 18.8930538581976 4.50227477156655 4.75986277210709 5.02648989236071 0.553845646739861 2.26635308742635 3.17236711650714 14.151423715454 14.9194687764905 15.7100640422607 0.632156786879257 6.51228139159992 9.0944983904067
"87" "Latin America and Caribbean" "Chronic respiratory diseases" 5500905.38569 2429860.97846 3071043.682119 141001.552683 4.76238406119795 3.67661056098717 6.21446288664064 6.17963373732505 4.89033027880998 3.60515185053177 6.81157122180429 3.94656933134228 5.56527470898953 3.9736740197794 8.14721079012374 4.60765314009669 263 294 324 37387.2699391152 44000.3431922792 57183.077645941 6.20332205042055 6.96716319562309 7.71697387771939 4.43193682440767 5.2905793823763 6.92948767187338 5.83480092778434 6.1468334516114 6.45293382119311 1.89918544329978 2.50095945861086 3.24606477446093 18.4060628829961 19.3652849740933 20.2730412230747 4.87922286478134 9.97335701969442 12.294584318816
"88" "Latin America and Caribbean" "Cirrhosis of the liver" 2376422.022 2340255.6045 36167.713894 80618.16844 2.05737666197526 3.54102911532301 0.0731877950800801 3.53322884786391 7.80108255240738 7.83134831518775 6.240851364949 8.14193802376982 8.97878248602222 9.01468380674964 7.13948924186824 9.8297840312477 19 41 66 1599.90426755993 4016.15867029427 12951.8491241254 0.458261991526163 0.971909460139397 1.54712008493055 0.18933443841032 0.478939106182801 1.54108857746978 2.94783387039026 3.91005117852552 4.94186810701098 0.476785680733319 1.1577307907595 3.55939874008812 7.42184049249117 9.85074626865672 12.4153874259859 0.754556229401349 2.19951639829985 8.19114015754069
"89" "Latin America and Caribbean" "Congenital anomalies" 3617507.872 3396777.362 220732.754 43049.45495 3.13184114667516 5.13964693172133 0.446667533772261 1.88671584901312 8.36330902161096 8.46005208682263 7.11188808943724 7.7722535846295 8.83232159985879 8.89512989726135 7.96675661524829 8.34224244900145 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"90" "Latin America and Caribbean" "Diabetes, urinary diseases and male infertility" 6866403.96959 4803326.94516 2063081.98871584 228870.4280543 5.94455830990811 7.26789011017496 4.17478478916489 10.0306371934789 9.05601415464869 9.99800171869181 7.42687902890052 10.9910904799131 10.8161209238698 11.3912312525678 9.67849418752391 13.984100219004 636 704 771 95151.1583940334 111348.768468144 157269.289585529 14.972416224707 16.5168007572172 18.04906953329 11.1741257368525 13.2444669863683 18.350990003216 5.75370632594724 6.01915275042271 6.2759981141502 1.13063105324412 1.92793980368749 2.77902091348401 17.2710031748486 18.0116200535618 18.7287102954346 2.69094472552071 4.98530999379594 8.28402814662026
"91" "Latin America and Caribbean" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 10635119.856545 9051400.587314 1583716.55478322 212816.08115732 9.20730711447906 13.6956292092626 3.20475667928885 9.32702803579581 3.22975614465809 2.91841084062976 8.275553891857 3.71330503516543 3.29834726524023 2.96507357765587 9.2234497091726 4.01106912116391 179 220 264 75493.2147377247 102903.738753905 128342.104997005 4.25528164612346 5.2311719629843 6.25906411042459 9.20684108890164 12.3621002039735 15.6271859340428 5.76398341708117 6.28969814520737 6.80880156422691 2.10375987350709 3.01185345864218 4.18868822831409 15.2575844498962 16.4629762760604 17.6941789366157 3.87671679058128 5.71237041632717 10.2064433780494
"92" "Latin America and Caribbean" "Digestive diseases (except cirrhosis)" 1959385.39465 1589733.89352 369651.022308 71744.606453 1.69632908020917 2.40541844734641 0.748013638658762 3.14432984652885 6.01479272931773 5.81504043906765 7.05737248943068 6.75577707652164 6.83721203212676 6.43655505498643 9.33662914616394 8.40960891482105 244.975 303 402 30819.744469057 42602.138931036 89412.1972721716 5.9447983014862 7.34743340942616 9.71567624444017 3.75481776163555 5.26024417515538 10.8001381045344 4.18129069023974 4.49739639334909 4.81496946644395 0.907654956434883 2.27679857398621 4.16282706973685 10.8223424882895 11.7206490482554 12.7159328044432 2.0259795072084 5.37180683351978 9.55986826744053
"93" "Latin America and Caribbean" "Gynecological diseases" 670272.907 22985.85452 647287.302 747.122075 0.580285750279128 0.0347797821483217 1.30982927357686 0.0327439002813686 6.90271083832593 11.0012995458752 6.81258568071504 11.7288030024303 7.89228683141797 11.7729084007836 7.80097988647306 13.5553325425057 84 113 187 11760.977820911 17711.0381199399 45255.5954158326 2.01148221376503 2.6965515276911 4.43613330339488 1.41467886536516 2.14268607918681 5.40347091421335 3.69642106483128 4.13877792372348 4.66051173484098 0.892940426960099 1.60592500605104 3.23441367948305 7.68638565340329 8.8445646799393 10.6858106828597 1.85136693611174 4.93594112999202 9.71922351870085
"94" "Latin America and Caribbean" "Hemoglobinopathies and hemolytic anemias" 885653.271 173109.149 712544.523 4177.81186 0.766750330323882 0.261930592350297 1.44188163751784 0.183099736329112 5.89744577430873 3.27717622414599 7.31916456714112 3.83929033511601 6.60690227402686 3.3863318132393 8.5921285405111 4.2412421406241 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"95" "Latin America and Caribbean" "Hepatitis" 143681.4962 120133.1836 23548.37833 3154.78784 0.124391608183627 0.181772922592757 0.0476517231013085 0.138263962340872 1.14477705487795 0.998283823067025 4.55418908988857 1.12628152625306 1.16366691472159 1.01294455765963 4.83042439872746 1.15602201769179 35 56 77 8390.10083446677 24091.8119782066 31919.796101619 0.828343142214968 1.31857781963739 1.81734503400777 0.992371975262326 2.84170130465996 3.84436323816643 5.11421455013833 6.11854684512428 7.11610486891386 2.13296474620809 5.78698087191277 9.97466021685519 11.8387909319899 13.8888888888889 15.9664664344825 3.50614983683818 10.1850722532761 22.5887841087806
"96" "Latin America and Caribbean" "HIV/AIDS" 3589802.363 3396144.166 193661.4212 70272.83905 3.10785522704596 5.13868884600309 0.391886875992292 3.07982712777141 3.73316089562502 3.71326051732589 4.12052639307897 4.07164323431391 3.78087101870883 3.75508777898722 4.29857091932403 4.12957307608053 69 92 110 11789.7134903102 17080.0156449802 23768.5605899094 1.5909065801631 2.12666510867025 2.5419776119403 1.36616676934476 1.98849920683458 2.84216335380634 5.49827622997826 6.17934416464989 6.84411947647712 0.980733696750388 1.41816152757 2.37440771365973 13.6633519456597 15.2482269503546 16.8260268054126 1.32153376896041 1.92426253477816 3.79745363910317
"97" "Latin America and Caribbean" "Leprosy" 1060.8730239 0 1060.8730239 0 0.000918446042195016 0 0.00214674772386038 0 12.423051145216 NA 12.423051145216 NA 12.4578898408526 NA 12.4578898408526 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"98" "Latin America and Caribbean" "Malaria" 109804.4774365 92867.45967 16937.1011865 1779.556885 0.0950627317735922 0.140517291327164 0.0342733603379279 0.0779921182056667 0.108347695455099 0.0952881233324343 0.435974841439061 0.121991850201488 0.108349204245761 0.0952882204937337 0.43612211419426 0.121992173347012 6 12 18 550.75 1517.35 3107.35228174603 0.140154169586545 0.281557954012201 0.421249707465481 0.0655248628516378 0.176021673908361 0.372109422832498 1.96054460904166 2.80172413793103 3.77911971549588 0.0366314847286325 0.0761743347587038 0.195538516817491 2.29885057471264 3.31491712707182 4.71724318658281 0.0367852644154604 0.0765956986881934 0.198455399648467
"99" "Latin America and Caribbean" "Maternal disorders" 467646.12561 443855.5223904 23790.6606143 7899.885134196 0.404862526935951 0.67159558330258 0.048141997555117 0.34622595118526 2.52413611854685 2.6278067008057 1.45396983400383 2.64305716436445 2.54190723569273 2.64151673781735 1.49214334095165 2.65767764120919 61 101 165 15844.2840842662 27705.3558549209 68498.6377055937 1.42856320136901 2.37704908591869 3.86273211501989 1.88105821038796 3.29870271128055 7.91123600391136 3.8350640544109 4.56521739130435 5.30945462510448 0.823117976736732 2.64711454165507 5.6147374090005 8.93037939474855 10.9320174098028 12.9251942254174 1.61795989170323 5.32387855959065 10.8676029354243
"100" "Latin America and Caribbean" "Mental and behavioral disorders" 14829920.94981 698302.21509 14131616.43771 19049.515486 12.8389372672953 1.05659760847215 28.5962737657297 0.834877533878211 8.62634110622549 8.71863875366983 8.62183032623792 8.87807500608427 10.5440836085581 12.0320900027167 10.4800389825766 12.7115942181761 273 302 337 31176.8956455573 46420.6221524407 67473.0472508667 6.49042735045551 7.2112549823629 8.04498283243143 3.774544693159 5.60584664598492 8.23517544608113 3.05520366203695 3.23681547294613 3.43010987352021 1.04020443497258 1.61072990058407 2.35596415121731 11.9746104827678 12.5980990612327 13.2571300993598 3.89018268007568 8.89897107193385 11.9788669032788
"101" "Latin America and Caribbean" "Musculoskeletal disorders" 10681796.603174 311042.921 10370753.449474 11428.867966 9.24771729763778 0.470637496715421 20.9859152422695 0.500889647796356 7.0481423590596 10.1810359501584 6.98368884099886 9.16802895227409 9.20978813313358 13.0410071403897 9.12934794412407 13.9959555331714 439 494 547 44642.1224796092 60284.3175537232 88582.8898932454 10.3472980284949 11.5986357466915 12.8289607964102 5.34189076202785 7.1355613268556 10.5320907176161 6.72796244109157 7.09452155480088 7.45323317130653 1.73108716543643 2.92493645305341 4.25251930205235 20.4997836069274 21.5755500207555 22.5742786725024 4.99491517034059 13.4824394261594 17.8112748321476
"102" "Latin America and Caribbean" "Neglected tropical diseases excluding malaria" 1609007.98820843 421363.95973011 1187643.67877077 12584.1296452106 1.39299141870677 0.637563711708701 2.40327664736496 0.551520962930443 5.94980777380824 4.7999828840122 6.50244295578989 7.73295598989004 6.00654576211225 4.8555086948436 6.55811984678517 7.90287847632233 52 78 97 62091.3238095238 135502.246753247 140658.93767411 1.21661497562671 1.81427548340893 2.2577726196077 7.62960701718662 15.4124767076886 17.0192757101809 10.8259693852914 15.4545454545455 18.1122448979592 6.97511312753606 12.9946736674094 17.3360686838676 21.1080468304584 24.4224422442244 26.6666666666667 7.8395006356967 13.934526751613 18.833586930041
"103" "Latin America and Caribbean" "Neonatal disorders" 10069066.126 9430098.5158 638968.9856982 109626.85361 8.71724864680538 14.268635161306 1.29299660257389 4.80458399354087 4.57086298447508 4.47094405182575 6.82049212421229 4.47111799131726 4.65134321937549 4.53925079945518 7.31860705178694 4.53944317666393 28 66 171.049999999999 5146.20149957854 15173.1849659502 54964.3407706246 0.659064034113305 1.55428571428571 4.00584861430864 0.622365393234821 1.79832138763555 6.42333925007248 3.67345408928189 4.65425531914894 5.64226696265098 0.377579352912114 1.04433690807434 3.34107424521501 9.71280996163656 12.5645438898451 15.1688672233638 0.493614277512211 1.47365881393054 6.41438130974624
