"Region" "Disease" "SimMn_NbRCTs" "SimMed_NbRCTs" "Sim95low_NbRCTs" "Sim95up_NbRCTs" "SimMn_PrRCTs" "SimMed_PrRCTs" "Sim95low_PrRCTs" "Sim95up_PrRCTs" "Prp_gbd" "Tot_gbd" "GAP"
"165" "Southeast Asia, East Asia and Oceania" "Gynecological diseases" 293.211 283 221 426 0.0343424079640424 0.033151760380026 0.0258671737309538 0.0498134108559176 0.00599685986457065 2764233.494 FALSE
"166" "Southeast Asia, East Asia and Oceania" "Hemoglobinopathies and hemolytic anemias" 12.0303987960873 11 0 31 0.00137588491069658 0.00124872289703712 0 0.00357794862458634 0.0061877207532509 2852210.214 FALSE
"155" "Southeast Asia, East Asia and Oceania" "Hepatitis" 189.179 191 127 241 0.0218557807563656 0.0220758314395939 0.014570560807812 0.0278661726476603 0.00420569411972341 1938601.337 FALSE
"147" "Southeast Asia, East Asia and Oceania" "HIV/AIDS" 132.8694 134 101 160 0.0150407986321739 0.0151222268896041 0.0114022983850013 0.0181447154464109 0.0119956880429631 5529374.276 FALSE
"156" "Southeast Asia, East Asia and Oceania" "Leprosy" 7.21183981427742 6 0 21 0.000827860643319924 0.000701590271281572 0 0.002363496661067 1.71612339206158e-06 791.041623 FALSE
"149" "Southeast Asia, East Asia and Oceania" "Malaria" 58.8365509652896 61 35 75 0.00675033670191666 0.00693260597795204 0.00407212197040767 0.00856760987538043 0.00770354898123112 3550926.41774 FALSE
"151" "Southeast Asia, East Asia and Oceania" "Maternal disorders" 204.0937 198 121 323 0.02358811959382 0.0228870024909732 0.0140712629858314 0.0372076093625198 0.00504538097123076 2325652.32232 FALSE
"163" "Southeast Asia, East Asia and Oceania" "Mental and behavioral disorders" 577.1859 576 523 641 0.0677453464160785 0.0675857936819487 0.0612218610638094 0.0754874328245956 0.0976335851566364 45003890.75685 FALSE
"167" "Southeast Asia, East Asia and Oceania" "Musculoskeletal disorders" 646.5768 646 569 727 0.0745440804468159 0.0744275906823337 0.0656846780875267 0.0838004038534657 0.0915718982280306 42209775.433731 FALSE
"150" "Southeast Asia, East Asia and Oceania" "Neglected tropical diseases excluding malaria" 72.4038 71 47 106 0.00833633400123448 0.00812630601346645 0.0054308891611136 0.0122636000666261 0.0154878628893602 7139081.1718283 FALSE
"152" "Southeast Asia, East Asia and Oceania" "Neonatal disorders" 129.775487743872 111 43 328 0.0149737499410831 0.0127635327635328 0.00499990854773808 0.0378386401374854 0.0606467800288265 27954940.493 FALSE
"157" "Southeast Asia, East Asia and Oceania" "Neoplasms" 2000.0795 2004 1856 2126 0.213260878249136 0.213643768191334 0.199588110131087 0.225246529661117 0.14261744399815 65739057.51199 FALSE
"162" "Southeast Asia, East Asia and Oceania" "Neurological disorders" 475.8314 474 402 562 0.0559540363909292 0.0557562447931345 0.0472766153062242 0.0659433596637264 0.0253385834382822 11679739.49907 FALSE
"153" "Southeast Asia, East Asia and Oceania" "Nutritional deficiencies" 108.4541 104 51 189 0.0125068180007404 0.0120160206149939 0.00590088385555831 0.0217265647584064 0.0203038622815165 9359000.78434624 FALSE
"171" "Southeast Asia, East Asia and Oceania" "Oral disorders" 251.436 211 105 639 0.0290365521385105 0.0244674970634607 0.0123758991333326 0.0729923383620713 0.00890750216213099 4105884.8098 FALSE
"170" "Southeast Asia, East Asia and Oceania" "Sense organ diseases" 409.2474 408 345 479.025 0.0477472714272962 0.047575476308324 0.0402838103715473 0.056031186942284 0.0196296909914641 9048243.671 FALSE
"154" "Southeast Asia, East Asia and Oceania" "Sexually transmitted diseases excluding HIV" 148.977508072598 41 3 897.5 0.0162200706129949 0.00471221810838102 0.000347584307853836 0.101700117586191 0.00284917235162768 1313316.9396 FALSE
"169" "Southeast Asia, East Asia and Oceania" "Skin and subcutaneous diseases" 366.5606 358 281 499.025 0.0433014434273377 0.0423929674382775 0.0331767744978226 0.058775974692718 0.0200006320957244 9219227.794 FALSE
"172" "Southeast Asia, East Asia and Oceania" "Sudden infant death syndrome" 0.678407350689127 0 0 5 7.78561622205437e-05 0 0 0.000570419461234604 0.000510248109308454 235197.2442 FALSE
"146" "Southeast Asia, East Asia and Oceania" "Tuberculosis" 51.1650857719475 53 15 76 0.0058636348488571 0.00610001152878287 0.00172521136782187 0.00873828957391948 0.0284207805430976 13100468.458 TRUE
"187" "Sub-Saharian Africa" "Cardiovascular and circulatory diseases" 165.9334 165 137 199 0.0726893585359423 0.0724509990337564 0.0600260983036103 0.0867256637168142 0.0335369332115818 18363309.56983 FALSE
"188" "Sub-Saharian Africa" "Chronic respiratory diseases" 131.4246 132 115 147 0.0583071573559948 0.0583115752828547 0.0509932663257045 0.0655664585191793 0.0223012035474727 12211131.58852 FALSE
"189" "Sub-Saharian Africa" "Cirrhosis of the liver" 10.6353906171852 10 3 21 0.00469695217118835 0.00442282176028306 0.00133868808567604 0.00939390986880943 0.00623129108652737 3411973.4956 FALSE
"197" "Sub-Saharian Africa" "Congenital anomalies" 4.17438911940987 4 0 11 0.00181407210869397 0.00171342907838507 0 0.00478885502829778 0.0133101071810827 7288013.398 TRUE
"193" "Sub-Saharian Africa" "Diabetes, urinary diseases and male infertility" 261.5111 261 229 295 0.114640694003502 0.114533679731918 0.100612356763331 0.129174613879012 0.0135778124110504 7434596.68814 FALSE
"177" "Sub-Saharian Africa" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" 130.4176 130 105 155 0.0578685408406741 0.0579074212742039 0.04677560440546 0.0689038421574854 0.229258956705191 125531847.741516 TRUE
"190" "Sub-Saharian Africa" "Digestive diseases (except cirrhosis)" 136.3194 133 103 185 0.0618081438825327 0.0605780330503788 0.0468468037827502 0.0839101091681486 0.0108314105394882 5930791.094096 FALSE
"194" "Sub-Saharian Africa" "Gynecological diseases" 36.2401 33 20 70 0.0161925112927734 0.0148648097010689 0.00884564352056612 0.0313061407440609 0.00203334903490032 1113370.0734 FALSE
"195" "Sub-Saharian Africa" "Hemoglobinopathies and hemolytic anemias" 6.10624529721595 6 0 15 0.00266395734403411 0.00256519880290723 0 0.00650420649319611 0.00780692327206355 4274718.5 FALSE
"184" "Sub-Saharian Africa" "Hepatitis" 11.2375 11 5 21 0.00495242940498343 0.00471900471900472 0.00217013888888889 0.00937506660272805 0.00343622879343838 1881523.653 FALSE
"176" "Sub-Saharian Africa" "HIV/AIDS" 316.8762 320 249 366 0.137050682984371 0.138513513513514 0.109353391138433 0.156862961711419 0.134317648893037 73546276.63041 FALSE
"185" "Sub-Saharian Africa" "Leprosy" 4.42121300058038 4 0 10 0.00193549171567846 0.00177935943060498 0 0.00437775678586073 1.77215654353379e-06 970.3528647 FALSE
"178" "Sub-Saharian Africa" "Malaria" 265.154346303891 274 167 315 0.115566967126312 0.119230769230769 0.0754959057247575 0.136587074452181 0.166952954679331 91415895.753867 FALSE
"180" "Sub-Saharian Africa" "Maternal disorders" 67.2021 66 42 100 0.0295708454129279 0.0290540330767712 0.0184207146719539 0.0438062797369432 0.0154829896859651 8477785.69603 FALSE
"192" "Sub-Saharian Africa" "Mental and behavioral disorders" 134.6439 134 119 153 0.0599413592030788 0.0597511909893778 0.0524391636584969 0.0683763440860215 0.0317115486245346 17363811.43312 FALSE
"196" "Sub-Saharian Africa" "Musculoskeletal disorders" 126.8648 126 107 149 0.0554965591675531 0.0552699228791774 0.0467879117496302 0.0651512948123984 0.0243825425375871 13350778.793412 FALSE
"179" "Sub-Saharian Africa" "Neglected tropical diseases excluding malaria" 69.0364 71 48 82 0.0302378497504735 0.0309477294940022 0.0208965946046097 0.0359202421003269 0.0149966403144137 8211482.75137655 FALSE
"181" "Sub-Saharian Africa" "Neonatal disorders" 49.9765882941471 46 21 101 0.0220125838833912 0.0203000882612533 0.00913223438014149 0.0445175656004578 0.115784768564737 63398508.5998 TRUE
"186" "Sub-Saharian Africa" "Neoplasms" 201.1646 201 181 219 0.0807618167291676 0.0808442851453604 0.0731511254019293 0.0876910699919549 0.0174540300318166 9557038.34615 FALSE
"191" "Sub-Saharian Africa" "Neurological disorders" 99.4187 99 80 122 0.0444664099900098 0.0442238267148014 0.0357302317874989 0.0547698390649495 0.0161690996948566 8853468.54135 FALSE
"182" "Sub-Saharian Africa" "Nutritional deficiencies" 92.0445 93 49 131 0.0407265731887758 0.0411818285575137 0.0217780907704281 0.057573307118037 0.0622548036223958 34087918.0548396 FALSE
"200" "Sub-Saharian Africa" "Oral disorders" 50.7514 41 14 149 0.0223653491362119 0.0180670751645602 0.00636913749515496 0.0656188862171099 0.00223526986676549 1223932.799 FALSE
"199" "Sub-Saharian Africa" "Sense organ diseases" 91.0019 91 74 111 0.040351063324836 0.0401965163019205 0.0327430007867143 0.0491447162077131 0.00617553763454562 3381445.424 FALSE
"183" "Sub-Saharian Africa" "Sexually transmitted diseases excluding HIV" 37.9287384478343 11 1 227 0.0159647490915897 0.00504818724185406 0.000427167876975651 0.0976536502546689 0.0127475539870094 6979984.6827 FALSE
"198" "Sub-Saharian Africa" "Skin and subcutaneous diseases" 100.1645 98 76 135 0.0449509341193495 0.0441445627783918 0.0342495056054324 0.0603261309118444 0.00966096094661134 5289905.773 FALSE
"201" "Sub-Saharian Africa" "Sudden infant death syndrome" 0.143950995405819 0 0 1 6.28304246037091e-05 0 0 0.000453873283225383 0.000840301221175994 460110.98746 FALSE
"175" "Sub-Saharian Africa" "Tuberculosis" 100.652270433905 106 30 144 0.0441327120006736 0.0464308890453157 0.0133527742203454 0.0624442770434366 0.026507361755877 14514233.807 FALSE
