"Region" "Disease" "Prop_all_RCTs_low" "Prop_all_RCTs_med" "Prop_all_RCTs_up" "Prop_all_Patients_low" "Prop_all_Patients_med" "Prop_all_Patients_up" "Prop_NHI_RCTs_low" "Prop_NHI_RCTs_med" "Prop_NHI_RCTs_up" "Prop_NHI_Patients_low" "Prop_NHI_Patients_med" "Prop_NHI_Patients_up"
"110" "South Asia" "Skin and subcutaneous diseases" "6.54873135590756" "7.16716503828371" "7.73675441908058" "2.27530340939213" "4.87069915866354" "13.4795259822315" "19.2917281723252" "20.9053159006382" "22.3781532952846" "3.85374186177726" "8.16706256047766" "26.1910610947688"
"111" "Southeast Asia, East Asia and Oceania" "Skin and subcutaneous diseases" "7.64606260700983" "8.23473643782316" "8.89793494782059" "5.9175401697754" "34.64580724551" "45.0502596000242" "22.3335405682036" "24.0112994350282" "26.0073496823755" "13.0650730408649" "58.1867873928873" "74.7046220505388"
"112" "Sub-Saharian Africa" "Skin and subcutaneous diseases" "1.978285899735" "2.25245316681534" "2.54024698797167" "2.30750034179449" "13.5296156930457" "35.2133013256494" "5.78175459827438" "6.56891217399012" "7.40055208164665" "4.18291369874487" "22.13155464691" "58.142308507205"
"113" "Central Europe, Eastern Europe, and Central Asia" "Sense organ diseases" "5.37556527765746" "5.7435394785511" "6.11213659576935" "2.39676762681439" "3.78848283708769" "5.06005993146879" "21.2045856548237" "22.586065805068" "23.9147626324539" "4.69648043316988" "9.11280033238147" "17.6720958633221"
"114" "High-income" "Sense organ diseases" "79.8881223434973" "80.8655808245274" "81.653650334612" "42.2077948516655" "58.4114646106283" "74.4056489022625" NA NA NA NA NA NA
"115" "Latin America and Caribbean" "Sense organ diseases" "4.38845953423482" "4.72150497971228" "5.05107280044819" "1.3392670597661" "2.12949524400826" "3.3308890848782" "17.2759373334587" "18.5719235719236" "19.8326722707107" "2.65528574201791" "5.13681186730098" "10.423736500625"
"116" "Non-HI" "Sense organ diseases" "24.5666697334525" "25.4126594428959" "26.4391640130851" "25.5943510977375" "41.5885353893718" "57.7922051483346" NA NA NA NA NA NA
"117" "North Africa and Middle East" "Sense organ diseases" "5.57467243319834" "6.01945683015809" "6.56603085454883" "1.28254454613151" "1.98601515680193" "2.63051921275639" "22.2933987182818" "23.6921927101299" "25.2348993288591" "2.52042872836056" "4.76037007103838" "9.44654761997036"
"118" "South Asia" "Sense organ diseases" "4.40631331124249" "4.74072928090507" "5.07929874335789" "2.72941601059136" "19.5423229632579" "24.4872493210675" "17.4011854103343" "18.6401833460657" "19.9012026195075" "9.75482819242446" "47.4073769951604" "55.1721157384417"
"119" "Southeast Asia, East Asia and Oceania" "Sense organ diseases" "7.39728642736198" "7.8439179773044" "8.32230595608252" "6.45328444343234" "9.90574370815887" "15.9161223406705" "29.3625861027116" "30.8518802762855" "32.3348258786456" "13.7310714245525" "23.8664707268339" "48.1605410696031"
"120" "Sub-Saharian Africa" "Sense organ diseases" "1.52445318188625" "1.74308450170519" "1.9718852977873" "0.950911489114905" "4.25773853105545" "27.8524025275801" "6.03290209097401" "6.85579196217494" "7.68306142540413" "2.44425852046508" "10.0083770236511" "50.7183425165345"
"121" "Central Europe, Eastern Europe, and Central Asia" "Oral disorders" "3.54039426327844" "5.00987493482803" "6.17910557257772" "0.811926356087051" "2.92286052132357" "5.54111402106359" "7.93645365122793" "12.4845473146327" "17.2169240859792" "1.41228171734906" "6.68768051329277" "15.5869085579353"
"122" "High-income" "Oral disorders" "57.1054292514234" "64.5275317315376" "70.7490391366995" "21.3599726625843" "54.3765058154427" "79.2480403132431" NA NA NA NA NA NA
"123" "Latin America and Caribbean" "Oral disorders" "5.12136390009483" "6.29271159264621" "7.75706807928539" "0.717869245188442" "2.48774148779525" "5.81934962996269" "13.9563011287809" "15.6992712054608" "17.6973337689736" "1.30849827158738" "5.78247589935516" "14.4619575773666"
"124" "Non-HI" "Oral disorders" "34.9877645337863" "40.0254401554994" "46.0364446444644" "20.7519596867568" "45.6234941845574" "78.6400273374157" NA NA NA NA NA NA
"125" "North Africa and Middle East" "Oral disorders" "10.791312495905" "13.6735091387548" "17.1244513500875" "0.816198550295756" "2.87920097624774" "5.14527778808646" "30.4900964356105" "34.117170368958" "37.8247677235199" "1.55989160960035" "6.76584748662857" "14.9226055993865"
"126" "South Asia" "Oral disorders" "6.03230167778176" "7.78523941203092" "9.9848742464098" "2.06047903349154" "15.7709486652413" "37.4354034634523" "16.8624631790035" "19.4570135746606" "22.2089297886844" "4.26642839560982" "37.5340499086269" "66.957129489829"
"127" "Southeast Asia, East Asia and Oceania" "Oral disorders" "8.29463582975117" "9.38570745737981" "10.3847294985418" "3.01648673868279" "8.02117814334959" "40.0895534384036" "18.9768585492325" "23.4455298336793" "28.0849227454612" "5.84495833050859" "18.9949867031267" "66.0181181457313"
"128" "Sub-Saharian Africa" "Oral disorders" "1.08987707119064" "1.81818181818182" "2.43211715792045" "0.931785720541711" "5.08412724977078" "52.0478825432449" "2.46913580246914" "4.54070918647012" "6.69857181220457" "2.09445899789469" "12.8992072704566" "74.67046051098"
"129" "Central Europe, Eastern Europe, and Central Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "6.94403385648613" "7.50798722044728" "8.07071861151654" "2.44755455295127" "3.41976211618891" "4.64936255387886" "18.3109693224464" "19.6415235250187" "20.965984293467" "4.43744633032762" "6.47904473025647" "11.5196469950159"
"130" "High-income" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "68.383136353189" "69.4729178770236" "70.5973336823488" "38.3640960965062" "47.6746539630342" "63.0501490606587" NA NA NA NA NA NA
"131" "Latin America and Caribbean" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "5.76398341708117" "6.28969814520737" "6.80880156422691" "2.10375987350709" "3.01185345864218" "4.18868822831409" "15.2575844498962" "16.4629762760604" "17.6941789366157" "3.87671679058128" "5.71237041632717" "10.2064433780494"
"132" "Non-HI" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "36.9085097304134" "38.2212354431041" "39.4620460800083" "36.9498509393413" "52.3253460369658" "61.6359039034938" NA NA NA NA NA NA
"133" "North Africa and Middle East" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "6.81660482592885" "7.44584818345494" "8.11744974968349" "0.698745706033531" "0.936603057319226" "1.31518987455911" "17.7880515026182" "19.4795245857423" "21.4104349046234" "1.25598337765097" "1.78057014569858" "3.29303721269428"
"134" "South Asia" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "8.04044672898061" "8.80522713130056" "9.52979090164673" "7.92234471153525" "18.5974121902854" "26.3345019145669" "21.4504462929288" "23.0491329479769" "24.5927866587724" "16.4043955198218" "35.4993513437469" "55.9532938905201"
"135" "Southeast Asia, East Asia and Oceania" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "10.7039932790997" "11.3980245383982" "12.0872335916657" "4.56703775481847" "5.91410104158674" "10.8561452882234" "28.29735163834" "29.8268974700399" "31.3393264811226" "8.315623032979" "11.2572121737039" "22.9333753747089"
"136" "Sub-Saharian Africa" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "3.31632325166571" "3.72790103695799" "4.13339952261072" "3.40380561527244" "21.9073498189468" "31.5238069959018" "8.76320284393582" "9.75609756097561" "10.7115546080024" "7.89927096039199" "40.6619668318099" "56.3480889909127"
"137" "Central Europe, Eastern Europe, and Central Asia" "Malaria" "0" "0.24330900243309" "1.66666666666667" "0" "0.00546822649184708" "0.167871139518153" "0" "0.286532951289398" "2.16064221272554" "0" "0.00548946973707895" "0.170328797842749"
"138" "High-income" "Malaria" "14.062322845805" "17.4074074074074" "27.7317633640282" "0.203421535581834" "0.431836626335397" "2.56587543503525" NA NA NA NA NA NA
"139" "Latin America and Caribbean" "Malaria" "1.96054460904166" "2.80172413793103" "3.77911971549588" "0.0366314847286325" "0.0761743347587038" "0.195538516817491" "2.29885057471264" "3.31491712707182" "4.71724318658281" "0.0367852644154604" "0.0765956986881934" "0.198455399648467"
"140" "Non-HI" "Malaria" "75.2310482273718" "84.841628959276" "87.970013477089" "97.4341245649647" "99.5681633736646" "99.7965784644182" NA NA NA NA NA NA
"141" "North Africa and Middle East" "Malaria" "0" "0.421052631578947" "2.32558139534884" "0" "0.00647973436302201" "0.0767116692031433" "0" "0.496277915632754" "3.02125342513876" "0" "0.00651505098758274" "0.0780227014681234"
"142" "South Asia" "Malaria" "8.08980502313285" "9.69827586206897" "11.1111111111111" "0.524695620128006" "0.886087639702836" "1.75937810401113" "9.80392156862745" "11.5107913669065" "13.1640808820868" "0.527771453332068" "0.890648174837952" "1.77241642220814"
"143" "Southeast Asia, East Asia and Oceania" "Malaria" "11.9631167992485" "13.8586956521739" "15.5000472589792" "1.86860155168255" "4.21003377500504" "7.8760047080801" "14.4328167162527" "16.4319248826291" "18.6695958059434" "1.88697429416237" "4.23283821046542" "7.95469686059428"
"144" "Sub-Saharian Africa" "Malaria" "52.4646553563807" "63.4615384615385" "67.3797938996121" "88.4527464012681" "94.3291967013329" "96.8846169481545" "69.1463091493435" "74.7093023255814" "77.3780597350101" "90.1908237661839" "94.7944244373021" "97.2298165593782"
"145" "Central Europe, Eastern Europe, and Central Asia" "Neglected tropical diseases excluding malaria" "1.07758620689655" "2.2" "4.36007670166487" "0.145126038486191" "0.307252960859963" "1.06400790248175" "1.60765247485117" "3.49854227405248" "8.3916922406131" "0.156209123089661" "0.332002173286502" "1.20598863274827"
"146" "High-income" "Neglected tropical diseases excluding malaria" "32.7392785331427" "40.1606425702811" "54.3750364644107" "3.53955349878723" "6.6804763778915" "18.3215137448426" NA NA NA NA NA NA
"147" "Latin America and Caribbean" "Neglected tropical diseases excluding malaria" "10.8259693852914" "15.4545454545455" "18.1122448979592" "6.97511312753606" "12.9946736674094" "17.3360686838676" "21.1080468304584" "24.4224422442244" "26.6666666666667" "7.8395006356967" "13.934526751613" "18.833586930041"
"148" "Non-HI" "Neglected tropical diseases excluding malaria" "50.2122325629314" "63.1578947368421" "69.9745862772211" "81.6784862551573" "93.3195236221085" "96.4604465012128" NA NA NA NA NA NA
"149" "North Africa and Middle East" "Neglected tropical diseases excluding malaria" "7.31707317073171" "8.6283185840708" "10.1724779669718" "0.40617937278422" "0.656177687711113" "1.0221380844356" "11.3137860422103" "13.6807817589577" "18.5787308100134" "0.441199056664881" "0.708341713192286" "1.17732156208146"
"150" "South Asia" "Neglected tropical diseases excluding malaria" "7.90852985654146" "10.3448275862069" "12" "1.16107689971173" "3.17924845633174" "6.01863017622449" "14.4578313253012" "16.4179104477612" "18.3964150943396" "1.25652992582655" "3.42175733300281" "6.78330139290475"
"151" "Southeast Asia, East Asia and Oceania" "Neglected tropical diseases excluding malaria" "11.8343195266272" "14.2561983471074" "16.0098845402945" "5.19445848865553" "8.04882276469739" "11.5964833678001" "20.4013377926421" "22.6351351351351" "25.8003225806452" "5.73987118119353" "8.65195864562384" "12.7793003788525"
"152" "Sub-Saharian Africa" "Neglected tropical diseases excluding malaria" "9.1018885198433" "14.0280561122244" "16.8647511661849" "53.4202573747846" "67.8336003348446" "75.1062292895529" "17.8473993567705" "22.1884498480243" "24.691849884413" "62.3107535827283" "73.0220537111761" "79.8469710332798"
"153" "Central Europe, Eastern Europe, and Central Asia" "Maternal disorders" "3.21657070197305" "4.33970975104096" "5.42581729242798" "0.730725561193029" "2.36631362503085" "4.30726012202585" "7.30156035249414" "10.3580562659847" "13.6673699645007" "1.41893455778968" "4.72156038956613" "9.16557985392144"
"154" "High-income" "Maternal disorders" "58.0282933529885" "62.4383208667541" "66.6096086410884" "23.1019126008577" "47.8733693658662" "73.252529297627" NA NA NA NA NA NA
"155" "Latin America and Caribbean" "Maternal disorders" "3.8350640544109" "4.56521739130435" "5.30945462510448" "0.823117976736732" "2.64711454165507" "5.6147374090005" "8.93037939474855" "10.9320174098028" "12.9251942254174" "1.61795989170323" "5.32387855959065" "10.8676029354243"
"156" "Non-HI" "Maternal disorders" "38.362259814287" "41.8568859457991" "45.6388672959016" "26.7474707023732" "52.1266306341338" "76.8980873991423" NA NA NA NA NA NA
"157" "North Africa and Middle East" "Maternal disorders" "15.7936701197075" "19.3971194365745" "23.3087349348913" "1.76628313817085" "6.17731242218739" "8.96531174637703" "40.8220052745423" "46.3009222308197" "51.5906176739272" "3.74123334948393" "12.5249748135126" "18.5816326884567"
"158" "South Asia" "Maternal disorders" "5.18686584120883" "5.97132377149906" "6.86070686070686" "3.78028053398418" "13.3255918104059" "27.8917051985843" "12.4448341947345" "14.2857142857143" "16.1747777623446" "7.48673547222344" "27.1833696619201" "48.3448183981023"
"159" "Southeast Asia, East Asia and Oceania" "Maternal disorders" "7.87461164724207" "8.95315038452927" "10.0109146083031" "3.79013668013458" "8.78660041280246" "35.3769145700621" "18.102138245739" "21.3951296495189" "24.7775133357119" "6.83335840150091" "17.7327831454546" "56.3308753321388"
"160" "Sub-Saharian Africa" "Maternal disorders" "2.42211311077175" "2.96602411732215" "3.61309800137784" "4.24555528754278" "13.4769600101998" "49.6773023917522" "5.84894891014043" "7.10029585798816" "8.45588235294118" "11.5981009907275" "26.9663297193697" "70.2777573616688"
"161" "Central Europe, Eastern Europe, and Central Asia" "Neonatal disorders" "4.21242932791846" "5.50239234449761" "6.62879553416134" "0.319903724667618" "1.12350508879793" "3.24292083424557" "10.9214036326547" "14.8275862068966" "18.4268923026323" "0.410977979284471" "1.59644217213493" "6.81988813200543"
"162" "High-income" "Neonatal disorders" "63.9997863247863" "68.3475091130012" "71.8671487618918" "12.1587623061427" "27.584023869943" "62.3088672697984" NA NA NA NA NA NA
"163" "Latin America and Caribbean" "Neonatal disorders" "3.67345408928189" "4.65425531914894" "5.64226696265098" "0.377579352912114" "1.04433690807434" "3.34107424521501" "9.71280996163656" "12.5645438898451" "15.1688672233638" "0.493614277512211" "1.47365881393054" "6.41438130974624"
"164" "Non-HI" "Neonatal disorders" "33.9787585980509" "37.1001031991744" "41.0977962027321" "37.6911327302013" "72.415976130057" "87.8412376938574" NA NA NA NA NA NA
"165" "North Africa and Middle East" "Neonatal disorders" "11.0026952550946" "13.6783733826248" "17.0426065162907" "0.719344163668965" "1.48943308954103" "3.74101490350533" "31.7525637368757" "36.8421052631579" "42.7008285657921" "0.939596387590632" "2.07738015132532" "8.07874705648498"
"166" "South Asia" "Neonatal disorders" "5.61704036643891" "6.9376026272578" "8.69112821716492" "2.95697860690097" "9.61235728356203" "26.6966706270412" "15.8087908786961" "18.7062937062937" "22.1560122997249" "4.22511893057257" "13.3291353485498" "50.5126350594456"
"167" "Southeast Asia, East Asia and Oceania" "Neonatal disorders" "6.03901244312378" "7.94788273615635" "9.61492478073147" "1.19776221767793" "17.7089782880043" "46.2616413745766" "15.4361337102657" "21.4123006833713" "27.1677032730894" "1.56126610450985" "23.7275458043506" "66.0227984814698"
"168" "Sub-Saharian Africa" "Neonatal disorders" "2.41045158641149" "3.2" "4.27875614000308" "3.94591164144504" "43.065454350843" "68.2931735388167" "6.70080081001473" "8.62068965517241" "11.0001618122977" "6.78194852813365" "58.5426740908722" "84.9223558581828"
"169" "Central Europe, Eastern Europe, and Central Asia" "Nutritional deficiencies" "4.78227923406494" "5.87783153364059" "6.94336370488605" "1.24322711983778" "2.99678396362484" "5.05661027268999" "11.597773580702" "14.3933714960701" "17.3310387376446" "1.89258768927336" "4.69810319384656" "8.67625201324716"
"170" "High-income" "Nutritional deficiencies" "61.8033897185146" "65.118840330391" "68.6942894356936" "18.4845947509591" "34.5592545674312" "56.5699488456852" NA NA NA NA NA NA
"171" "Latin America and Caribbean" "Nutritional deficiencies" "4.09760055463551" "5.0587072198904" "6.07986361384569" "1.33087409607105" "3.3515089913044" "6.20547826235887" "10.0647909782525" "12.406015037594" "14.7826932837083" "2.01228440108729" "5.30099835116701" "9.93496836445798"
"172" "Non-HI" "Nutritional deficiencies" "37.4304922424824" "40.8613893643284" "44.174406169087" "43.4300511543148" "65.4407454325688" "81.515405249041" NA NA NA NA NA NA
"173" "North Africa and Middle East" "Nutritional deficiencies" "7.81138776522765" "9.12139503688799" "10.4615457115928" "1.21083737138695" "2.86482463239026" "4.7562779588277" "18.978102189781" "22.3463687150838" "25.8786882165007" "1.83266065061389" "4.56737388083025" "7.73199314937422"
"174" "South Asia" "Nutritional deficiencies" "7.70046226219562" "9.57367240089753" "11.4412926173827" "6.90137214794179" "17.8876222185869" "31.6164857331321" "19.9756163662149" "23.3986717345665" "26.9092414831545" "11.1699592022402" "28.4788854884038" "46.2681537228381"
"175" "Southeast Asia, East Asia and Oceania" "Nutritional deficiencies" "6.86274509803922" "8.27370809269927" "9.67239627987429" "4.81660800207584" "14.3430193805679" "29.2425354157982" "16.5231983835965" "20.2363367799114" "24.3694871399302" "7.85775922184855" "23.3583095917161" "42.5815074779397"
"176" "Sub-Saharian Africa" "Nutritional deficiencies" "5.30660183020112" "7.19277893108642" "9.06320639645487" "10.6215137784586" "20.6110876667311" "49.61582932523" "13.8157636536396" "17.5752250093199" "21.1711711711712" "19.152262187747" "32.2152724588925" "66.2533420217804"
