"Disease" "UI" "RCTs_vs_daly_all_fill" "Patients_vs_daly_all_fill" "RCTs_vs_daly_NHI_fill" "Patients_vs_daly_NHI_fill" "RCTs_vs_death_all_fill" "Patients_vs_death_all_fill" "RCTs_vs_death_NHI_fill" "Patients_vs_death_NHI_fill" "RCTs_vs_yld_all_fill" "Patients_vs_yld_all_fill" "RCTs_vs_yld_NHI_fill" "Patients_vs_yld_NHI_fill" "RCTs_vs_yll_all_fill" "Patients_vs_yll_all_fill" "RCTs_vs_yll_NHI_fill" "Patients_vs_yll_NHI_fill" "RCTs_vs_daly_all_nogap" "Patients_vs_daly_all_nogap" "RCTs_vs_daly_NHI_nogap" "Patients_vs_daly_NHI_nogap" "RCTs_vs_death_all_nogap" "Patients_vs_death_all_nogap" "RCTs_vs_death_NHI_nogap" "Patients_vs_death_NHI_nogap" "RCTs_vs_yld_all_nogap" "Patients_vs_yld_all_nogap" "RCTs_vs_yld_NHI_nogap" "Patients_vs_yld_NHI_nogap" "RCTs_vs_yll_all_nogap" "Patients_vs_yll_all_nogap" "RCTs_vs_yll_NHI_nogap" "Patients_vs_yll_NHI_nogap"
"53" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "med" 65.4110505610346 63.0992537359004 46.7014690537267 28.9321312844408 59.4864782647118 56.9771905922507 43.352801407473 25.537230589366 48.9132956771129 51.502936889425 18.9393364199291 12.2484333246395 67.2607414358721 64.0962404219371 48.2630195851873 30.4408020870736 26.3903857274552 19.6687199444227 9.70995605589887 0 22.7157040080629 15.8272124956193 7.45602206878979 0 11.4822830662557 9.45631920152959 1.02557043465104 0 27.3599728179398 20.5584955403388 10.1984276389634 0
"54" "Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases" "up" 66.6353230103046 68.9693836945364 48.7399285087837 40.3541860759967 60.8685036068969 62.8669538692818 45.39126086253 36.9806639534231 50.5663675085936 57.1904116945974 20.9785637046905 20.2800321772605 68.2701539256495 69.9483949810058 50.3014790402443 41.8908821311373 27.3970296685139 25.7067734446953 10.7028507729387 9.52330082151804 23.7223479491216 21.8970625491868 8.45386289494182 7.27597999304316 12.8642547669246 14.9791793133765 2.01846515169083 0.927738514191305 28.3666167589985 26.6123619355532 11.1938611717948 10.0117724045826
"55" "Malaria" "low" 23.2499145657171 4.15443121345444 13.1582765219754 4.0111823390463 20.2759010505402 5.75512185012384 10.1808634170216 5.59837042435043 14.4715021869628 12.5985519796128 3.09081092120681 12.5391686576993 23.7705522914249 3.85278739548519 13.6778540908479 3.71148139795286 0 0.530823826616686 0 0.477920465926563 0 1.43294351694863 0 1.38003212606416 0 4.86235496959353 0 4.81904139732139 0 0.359426396610201 0 0.306507404288435
"56" "Malaria" "med" 26.9368282187186 5.31754773327309 15.6951617913014 4.75557377711559 23.955146738773 6.39210106450465 12.7104866284326 6.35004798411723 18.177544073908 13.5741428584437 5.21537529305136 13.5266490361399 27.4613140043971 5.46691024611839 16.2168261844397 4.69154188108146 0.00169559878048448 1.43402116311934 0 1.41708211994909 0.000673967043356503 2.33713584625265 0 2.32017523127336 0.0292487084027176 5.80763569304423 0.0201186192193649 5.79073997104135 0.00059729322247685 1.26343369285514 0 1.24654298545076
"57" "Malaria" "up" 37.741321917372 10.8382859854807 21.058023056262 8.646810806254 34.7580440676434 9.68541732481134 18.0564144056318 8.2599227543417 29.8150739806813 17.7196319843284 10.1738907870346 17.6791855459693 38.2682097343076 11.0604826328446 21.5837472681027 8.83179571908424 0.247106974164023 2.07337313695282 0.247110415240397 2.06209541912466 0.264909437601745 2.98281463407636 0.264910139323204 2.96899971860514 0.325510344055863 6.59645554422848 0.325620301788875 6.58091636158677 0.243981928550101 1.90297401530433 0.243982177328232 1.89066673768276
"58" "Neglected tropical diseases excluding malaria" "low" 45.7570565281064 45.0896287652371 26.191373837526 43.7852432534544 41.1587112125683 47.5659305758047 26.3091887823178 47.0000024656813 45.9556336601255 44.036023026551 26.2849923180144 42.661528399014 45.4430130260635 47.3141987049232 32.4223284606112 46.1656248094646 4.42236459578469 14.3121441315919 0 13.0391740247566 8.71475994215191 17.1880347286537 2.77352699546973 16.678622684771 2.20747006694402 13.2898437737047 0 11.880856890313 10.0518384673642 18.0056025224392 3.86400837350139 17.4043735698105
"59" "Neglected tropical diseases excluding malaria" "med" 50.7323072071009 50.5088447380392 29.0278229143413 50.1612793847106 46.1208818820074 52.9565979119326 29.190405623786 53.4406315425652 50.9317276800631 49.4561434430862 29.1352293145929 49.039913746661 50.329991942961 52.6945307244107 35.3516894520341 52.5016797975668 7.16402801341587 19.1883267009441 0.0709123426482101 18.555260327987 10.4034758954593 20.4025881351521 4.75203164204816 20.1982903825639 6.14508417442429 18.6689329044092 0 18.0031197740896 12.2480576403281 20.4730548224603 5.84251302007981 20.3844593367849
"60" "Neglected tropical diseases excluding malaria" "up" 60.0188001818751 53.606929402589 32.6962819427984 53.5292706564047 55.4065945273266 56.1326185044494 34.0329942547591 56.8812252516975 60.2182206548373 52.5758793614712 32.7856270871483 52.4282107804914 59.6038864458558 55.7912109384754 40.1942780830072 55.8655330352039 15.3254755200102 22.2449325015367 2.03122678137326 21.9054135557794 15.952272999759 23.4583825207177 6.71211076450814 23.5212018176837 15.4036978109744 21.7184352706078 0 21.357400827444 19.339012458602 23.3327824790377 7.8025921425398 23.1101567249545
"61" "Maternal disorders" "low" 74.4372104398968 43.083646888466 58.1215541821773 14.5139953287929 74.6637843519904 43.3827716377377 59.1934416838582 15.0476731463232 70.9160387697054 39.1283839165596 45.5814165389541 13.4182068972557 74.7783168941451 43.5705771418394 59.6597902059614 15.3909139379998 30.5179501386927 3.365533632414 17.1830753868836 0 31.1119451221413 3.69571474154036 17.719019137724 0 25.7479627046875 2.95970630321237 10.5934028883243 0 31.3568080716648 3.86253421623353 17.9521933987756 0
"62" "Maternal disorders" "med" 75.9438720130108 56.0264057338411 60.4657653764755 25.7796834541189 76.1704459251044 56.4580732365559 61.5376528781564 26.7539324350193 72.4227003428194 51.9577278563824 49.8908657441455 20.8772307290681 76.2849784672591 56.635654564403 62.0040014002596 27.1887585626302 31.7051781862379 12.5091731862139 19.5272865811818 0 32.2991731696865 13.0586439843519 20.0632303320222 0 27.2546242778015 9.47470864271944 12.0167575167907 0 32.54403611921 13.2720834643243 20.2964045930738 0
"63" "Maternal disorders" "up" 77.3651801849186 67.2562156041172 62.7953542595998 42.9010671785347 77.5917540970123 67.6638440758372 63.8672417612807 43.9729546802156 73.8440085147272 63.5695380736619 54.0691025095826 31.9510649255625 77.7062866391669 67.8602323801461 64.3335902833839 44.4393032023188 32.731475444396 23.6734285673471 21.8568754643061 7.88844888297313 33.3254704278446 24.2674235507958 22.3928192151466 8.25180556600138 28.6759324497094 18.580246936624 13.7625905955545 4.51299004353687 33.5703333773681 24.5122865003193 22.6259934761982 8.32638882957539
"64" "Neonatal disorders" "low" 67.1145193057245 36.0722257274836 44.0438176381674 7.05246105662003 67.5740636719287 36.2676457691708 44.9886935144188 6.95853767983459 58.2557990371376 35.0804182126572 28.6412570069027 11.5480033460621 67.5757512350994 36.2679881640437 44.989779617715 6.9587038757637 24.767745559759 1.85954161125093 6.17672373028905 0 25.2820639010619 1.76816554512383 6.61066330609973 0 18.0749654440603 4.19309484785804 0 0 25.2828988144849 1.76825593862562 6.61120635774786 0
"65" "Neonatal disorders" "med" 69.2825979750538 49.1086215111813 48.5099822976175 17.8310672546968 69.7151754267377 49.4017371684531 49.4534592594265 17.7896029195651 60.6624563581681 47.1682527594403 33.2658791605847 26.6543879500479 69.7168629899085 49.4019563480913 49.4545453627227 17.7903555861128 27.1389717954565 8.88482861681143 10.5638155011113 0 27.6812426019711 8.92813018437577 11.036253439237 0 20.1909606345408 11.8544128678767 1.0674418200718 5.76574194557915 27.681909020309 8.92823977419489 11.0367964908852 0
"66" "Neonatal disorders" "up" 71.2906276886698 64.7528822126546 52.2205942571076 36.288338378448 71.6908978069358 65.086052451473 53.165470133359 36.3183875220418 62.8464982917732 59.5695189806845 38.5120621408191 43.2881816794734 71.692576673132 65.0862716311112 53.1665562366553 36.3177073151657 28.9523829488811 19.9201015465317 14.2758263750439 8.31172807119756 29.5030002963222 20.0951499685666 14.7482643131696 8.51110060291757 21.9956538556649 19.5790216859292 3.28013049372346 12.8385235906418 29.5036755828224 20.09555603475 14.7488073648177 8.51141011367429
"67" "Nutritional deficiencies" "low" 58.63898612233 28.114288370016 30.7013881827272 4.64773923175026 63.4449545727522 31.526450100976 38.8385669359074 13.2267016476688 54.2976051083273 28.2632609345199 21.5297534265974 9.02507100459311 68.8626793768245 36.6366184390645 43.0227941926108 16.6982011018777 18.0765609906084 0 0 0 21.1922101797093 0 5.14400041685838 0 13.5214517400057 0 0 0 24.424200017445 0.0579474571890572 9.37667839035742 0
"68" "Nutritional deficiencies" "med" 61.6660923313067 40.1640549377547 36.0744951304243 18.0578625770735 66.8288491379335 45.3927860986799 44.2116738836045 26.3910157697485 57.3759625604857 37.6326935454337 26.809632918035 20.7167976990808 72.0064296839359 49.9438309392721 48.3715320078713 31.1809746924675 21.2427525884856 2.30383049341345 1.82529945137941 0 24.3569816724886 5.68145986566629 8.74069665371714 0 16.5872418809517 5.01629659684723 0 0 27.5903181988422 10.0397873875478 12.9733746272162 0
"69" "Nutritional deficiencies" "up" 64.949858182908 55.0078615791873 42.302269335092 32.3370842196593 70.5848702720408 59.5835188863337 50.4394480882722 40.6790261274678 60.7859044760495 51.9285882487315 33.0357007054775 35.377657084967 75.5410904283747 64.0344963971868 54.5993062125391 44.1588185595563 24.7611327811261 12.4236393561638 5.60385278083062 3.6753544019325 27.8754352816091 15.7403369931932 12.5004384875822 5.17516572681699 20.0831270634958 14.4987971898184 2.97257104574223 7.43548864739144 31.1087718079627 18.9981778452154 16.7331164610812 8.90996869824293
